,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,W,GP,PTS,REB,AST,STL,BLK,TOV,PLUS_MINUS
3243,461,Popeye Jones,GSW,3,5,0,1,0,0,0,0,-10
3244,1542,Predrag Drobnjak,LAC,16,37,238,134,21,14,20,31,-160
3245,2056,Primoz Brezec,IND,8,14,17,10,3,0,3,5,-12
3246,2047,Quentin Richardson,LAC,20,46,813,278,90,44,15,103,-83
3247,1900,Quincy Lewis,MIN,9,14,16,7,2,2,2,3,-38
3248,2417,Qyntel Woods,POR,23,45,188,124,41,17,13,48,-66
3249,1711,Raef LaFrentz,BOS,9,17,132,79,24,8,13,11,65
3250,1747,Rafer Alston,MIA,22,54,512,133,237,59,10,86,-49
3251,1952,Raja Bell,UTA,26,53,547,145,70,37,9,63,-56
3252,1740,Rashard Lewis,SEA,25,51,973,359,103,60,34,91,-20
3253,739,Rasheed Wallace,DET,23,45,766,298,114,36,72,87,-28
3254,1725,Rasho Nesterovic,SAS,35,53,454,402,61,33,101,80,134
3255,2446,Rasual Butler,MIA,8,17,103,24,10,4,3,9,0
3256,2221,Raul Lopez,UTA,26,53,398,109,191,34,2,126,-46
3257,951,Ray Allen,SEA,13,27,616,134,141,34,6,72,-24
3258,2558,Reece Gaines,ORL,1,20,18,18,17,4,2,8,-1
3259,2501,Reggie Evans,SEA,23,49,139,246,15,35,5,43,-81
3260,397,Reggie Miller,IND,38,52,539,129,168,42,8,42,264
3261,1888,Richard Hamilton,DET,32,53,959,196,197,63,9,145,175
3262,2210,Richard Jefferson,NJN,31,51,871,297,175,65,19,118,282
3263,2499,Richie Frahm,SEA,18,40,144,45,19,13,4,4,99
3264,1594,Rick Brunson,CHI,10,31,103,33,73,22,3,27,-35
3265,296,Rick Fox,LAL,5,9,32,29,20,6,4,7,-17
3266,1729,Ricky Davis,BOS,17,51,691,250,178,55,14,133,-178
3267,2425,Robert Archibald,TOR,8,18,18,31,8,8,2,6,3
3268,109,Robert Horry,SAS,34,52,240,172,72,31,33,35,142
3269,123,Robert Pack,NJN,17,26,49,18,27,12,1,16,-63
3270,1714,Robert Traylor,NOH,25,47,229,163,29,22,24,38,-13
3271,393,Rod Strickland,TOR,11,39,266,99,149,24,6,59,-109
3272,1934,Rodney Buford,SAC,5,6,10,2,3,0,0,1,-32
3273,915,Rodney Rogers,NJN,25,39,239,141,65,29,11,53,8
3274,2206,Rodney White,DEN,26,45,357,104,39,21,16,50,69
3275,2427,Roger Mason Jr.,TOR,3,11,17,6,6,3,1,6,-40
3276,1500,Ron Mercer,SAS,22,35,187,47,21,14,5,26,4
3277,2648,Ronald Dupree,CHI,4,19,132,62,24,18,8,23,-56
3278,2257,Ruben Boumtje-Boumtje,POR,3,9,4,1,1,0,1,0,-18
3279,1739,Ruben Patterson,POR,18,42,321,175,82,54,12,69,-64
3280,1763,Ryan Bowen,DEN,23,40,34,68,18,16,13,6,1
3281,208,Sam Cassell,MIN,37,52,1097,168,405,61,11,142,347
3282,955,Samaki Walker,MIA,7,20,77,82,4,8,6,10,-45
3283,2223,Samuel Dalembert,PHI,22,53,371,339,10,27,99,43,18
3284,2562,Sasha Pavlovic,UTA,24,51,243,98,38,26,10,45,-10
3285,1513,Scot Pollard,IND,31,40,68,116,5,19,20,16,-70
3286,1909,Scott Padgett,HOU,20,39,114,89,16,7,8,16,46
3287,281,Scott Williams,DAL,8,20,127,82,8,17,9,8,30
3288,937,Scottie Pippen,CHI,3,23,136,68,50,21,9,29,-181
3289,2253,Sean Lampley,GSW,3,10,34,11,2,0,1,3,24
3290,399,Sean Rooks,ORL,18,35,80,50,11,9,5,15,-7
3291,1742,Shammond Williams,NOH,11,35,171,41,61,22,1,25,-119
3292,1000,Shandon Anderson,NYK,24,52,412,143,75,31,12,76,-141
3293,2203,Shane Battier,MEM,29,50,427,201,60,66,39,30,141
3294,1049,Shane Heal,SAS,3,6,22,4,5,1,0,5,16
3295,406,Shaquille O'Neal,LAL,24,35,729,383,108,13,79,97,174
3296,949,Shareef Abdur-Rahim,POR,18,54,1085,507,130,44,19,131,-135
3297,762,Shawn Bradley,DAL,24,39,124,99,8,24,48,10,-1
3298,1890,Shawn Marion,PHX,17,53,1000,493,132,109,80,103,-150
3299,2098,Slava Medvedenko,LAL,21,37,383,202,37,20,11,32,-68
3300,2582,Slavko Vranes,POR,0,1,0,0,0,0,0,0,1
3301,2049,Speedy Claxton,GSW,23,50,506,129,221,80,7,89,76
3302,278,Stacey Augmon,NOH,20,39,208,96,40,32,8,44,-45
3303,1536,Stephen Jackson,ATL,17,51,754,211,142,79,10,131,-179
3304,950,Stephon Marbury,NYK,23,53,1095,173,464,89,7,167,-33
3305,2581,Steve Blake,WAS,14,47,272,69,146,43,5,70,-4
3306,1883,Steve Francis,HOU,30,51,861,283,300,72,25,185,189
3307,959,Steve Nash,DAL,32,50,722,153,410,44,3,132,101
3308,2212,Steven Hunter,ORL,5,37,112,90,6,2,43,21,-129
3309,120,Steven Smith,NOH,21,43,228,58,42,11,4,29,3
3310,2031,Stromile Swift,MEM,28,47,440,246,24,27,80,48,81
3311,2551,T.J. Ford,MIL,27,50,356,168,327,57,3,128,-11
3312,2447,Tamar Slay,NJN,5,9,26,9,6,4,1,6,-56
3313,2419,Tayshaun Prince,DET,33,54,552,276,132,47,48,85,182
3314,689,Theo Ratliff,POR,18,54,452,391,51,30,170,89,-129
3315,2604,Theron Smith,MEM,0,1,0,3,0,0,0,1,-18
3316,2357,Tierre Brown,NOH,0,3,6,1,2,0,0,7,-20
3317,1495,Tim Duncan,SAS,34,49,1130,629,159,49,132,144,338
3318,1501,Tim Thomas,NYK,23,42,592,205,90,40,15,73,27
3319,339,Tom Gugliotta,UTA,10,30,68,56,21,14,4,20,-76
3320,389,Toni Kukoc,MIL,23,42,382,156,123,38,17,76,44
3321,1499,Tony Battie,CLE,22,44,253,235,35,17,39,42,0
3322,960,Tony Delk,DAL,15,29,192,57,24,24,5,16,-31
3323,763,Tony Massenburg,SAC,35,46,203,144,28,10,18,40,-107
3324,2225,Tony Parker,SAS,32,46,660,154,249,30,5,101,174
3325,1765,Torraye Braggs,WAS,10,15,40,39,7,4,2,13,26
3326,1503,Tracy McGrady,ORL,13,50,1362,297,281,65,37,143,-180
3327,145,Tracy Murray,POR,4,7,8,5,1,1,0,2,-5
3328,696,Travis Best,DAL,30,46,151,57,92,27,4,31,124
3329,2580,Travis Hansen,ATL,5,24,46,29,8,7,4,13,-54
3330,2566,Travis Outlaw,POR,1,7,4,2,1,0,0,1,-16
3331,1762,Tremaine Fowlkes,DET,15,27,40,47,12,6,3,10,-31
3332,2239,Trenton Hassell,MIN,36,51,249,172,79,25,35,22,259
3333,2559,Troy Bell,MEM,2,2,5,2,1,0,0,3,9
3334,1607,Troy Hudson,MIN,7,8,43,6,12,2,0,9,-31
3335,2211,Troy Murphy,GSW,3,11,83,67,7,5,10,14,-49
3336,238,Tyrone Hill,MIA,0,5,9,8,0,0,1,2,-16
3337,1731,Tyronn Lue,ORL,10,49,468,125,192,32,4,75,-175
3338,2199,Tyson Chandler,CHI,4,16,155,138,14,10,16,21,-46
3339,2617,Udonis Haslem,MIA,19,47,322,289,33,19,16,50,-104
3340,452,Vin Baker,NYK,16,37,418,210,54,22,23,52,-62
3341,1713,Vince Carter,TOR,25,48,1016,226,229,53,45,148,-1
3342,958,Vitaly Potapenko,SEA,17,36,193,121,25,11,12,33,-16
3343,124,Vlade Divac,SAC,37,50,554,284,277,35,44,109,338
3344,2209,Vladimir Radmanovic,SEA,25,52,648,292,107,63,31,73,-37
3345,1735,Vladimir Stepania,POR,17,42,108,125,23,11,15,19,40
3346,702,Voshon Lenard,DEN,28,49,772,145,107,45,7,83,59
3347,962,Walter McCarty,BOS,20,49,371,155,80,43,15,56,-73
3348,1917,Wang Zhi-zhi,MIA,6,13,41,18,2,2,4,6,17
3349,445,Wesley Person,ATL,23,49,298,92,61,16,8,34,-72
3350,2584,Willie Green,PHI,11,24,84,22,7,4,0,14,-11
3351,2397,Yao Ming,HOU,30,52,858,469,76,13,90,124,122
3352,2216,Zach Randolph,POR,24,51,1074,560,117,46,29,170,-84
3353,2560,Zarko Cabarkapa,PHX,10,24,125,59,22,7,9,35,-74
3354,2585,Zaza Pachulia,ORL,10,41,146,124,10,15,8,23,-70
3355,1442,Zeljko Rebraca,ATL,8,21,66,49,4,5,9,13,-30
3356,1985,Zendon Hamilton,PHI,6,19,43,46,4,5,2,2,-25
3357,2565,Zoran Planinic,NJN,18,29,69,25,28,6,2,21,-67
3358,980,Zydrunas Ilgauskas,CLE,19,52,740,425,72,22,114,101,-182
3359,243,Aaron McKie,PHI,19,40,64,82,55,20,7,17,5
3360,1425,Aaron Williams,TOR,9,30,47,44,8,5,8,14,-90
3361,1502,Adonal Foyle,GSW,13,50,183,217,25,11,84,40,-31
3362,1559,Adrian Griffin,CHI,22,42,63,86,28,19,3,12,23
3363,1733,Al Harrington,ATL,9,46,788,333,143,62,11,138,-359
3364,2744,Al Jefferson,BOS,21,43,296,204,14,14,42,41,-36
3365,673,Alan Henderson,DAL,35,51,180,227,15,23,22,34,-104
3366,1893,Aleksandar Radojevic,UTA,1,12,19,28,6,0,2,15,-14
3367,2682,Alex Garcia,NOH,0,8,44,15,18,4,1,8,-37
3368,275,Allan Houston,NYK,8,20,237,23,42,8,2,21,24
3369,947,Allen Iverson,PHI,25,47,1399,188,359,103,3,191,7
3370,297,Alonzo Mourning,MIA,5,18,187,127,14,5,41,45,-43
3371,2405,Amar'e Stoudemire,PHX,41,54,1414,472,83,60,86,129,432
3372,2760,Anderson Varejao,CLE,16,30,132,139,9,22,25,10,61
3373,2857,Andre Barrett,ORL,15,25,56,15,38,12,0,15,9
3374,2765,Andre Emmett,MEM,3,4,4,1,0,0,0,0,1
3375,2738,Andre Iguodala,PHI,26,53,463,313,155,95,34,102,-48
3376,1889,Andre Miller,DEN,24,53,725,226,330,72,8,144,-49
3377,1905,Andrei Kirilenko,UTA,11,25,364,158,79,36,90,55,144
3378,2804,Andres Nocioni,CHI,26,49,374,207,61,25,19,78,-180
3379,692,Andrew DeClercq,ORL,4,8,9,10,0,2,0,1,-16
3380,2740,Andris Biedrins,GSW,0,4,6,3,1,0,2,1,8
3381,358,Anfernee Hardaway,NYK,12,27,224,67,59,18,2,38,-81
3382,1738,Ansu Sesay,GSW,5,16,49,38,12,2,3,8,-18
3383,1712,Antawn Jamison,WAS,30,52,1083,421,112,44,15,87,102
3384,1853,Anthony Carter,MIN,22,42,112,45,89,25,10,38,-24
3385,924,Anthony Goldwire,MIL,5,10,18,8,0,0,0,1,-29
3386,1533,Anthony Johnson,IND,15,33,182,72,114,24,8,34,-100
3387,292,Anthony Miller,ATL,0,2,4,1,1,1,0,1,2
3388,324,Anthony Peeler,WAS,17,34,140,58,53,15,2,27,-96
3389,952,Antoine Walker,BOS,10,51,1032,482,184,61,31,174,-517
3390,2766,Antonio Burks,MEM,5,10,43,6,15,5,0,9,-18
3391,1498,Antonio Daniels,SEA,33,48,595,102,212,35,2,45,202
3392,213,Antonio Davis,CHI,20,39,229,215,43,10,21,47,38
3393,686,Antonio McDyess,DET,29,46,456,293,45,35,32,65,18
3394,1506,Austin Croshere,IND,21,43,404,241,66,31,12,69,-62
3395,2852,Awvee Storey,NJN,2,9,8,5,1,0,0,0,-13
3396,1884,Baron Davis,GSW,3,17,335,66,124,28,3,36,-22
3397,2732,Ben Gordon,CHI,26,49,690,118,87,27,3,108,25
3398,1112,Ben Wallace,DET,29,43,407,508,85,60,107,57,206
3399,2757,Beno Udrih,SAS,40,52,290,52,97,32,5,43,142
3400,2774,Bernard Robinson,CHA,3,18,46,21,14,6,2,8,-48
3401,2873,Billy Thomas,NJN,8,14,82,31,16,11,0,4,11
3402,448,Bo Outlaw,PHX,22,31,22,44,10,4,11,7,-21
3403,682,Bob Sura,HOU,26,39,420,243,207,50,3,103,88
3404,1517,Bobby Jackson,SAC,17,24,286,79,54,12,2,27,18
3405,2250,Bobby Simmons,LAC,23,53,875,323,149,73,11,100,70
3406,1719,Bonzi Wells,MEM,27,47,511,165,65,62,17,65,-9
3407,2564,Boris Diaw,ATL,7,38,152,110,81,24,11,54,-146
3408,2411,Bostjan Nachbar,NOH,14,42,236,103,34,11,6,31,-67
3409,1802,Brad Miller,SAC,33,52,821,475,200,64,61,75,199
3410,2688,Brandin Knight,HOU,0,1,0,0,1,0,0,0,1
3411,2599,Brandon Hunter,ORL,4,7,14,12,0,0,1,3,-20
3412,2217,Brendan Haywood,WAS,28,49,448,330,42,34,82,69,109
3413,699,Brent Barry,SAS,41,53,362,107,108,26,12,36,184
3414,1510,Brevin Knight,CHA,10,38,312,84,327,63,3,80,-53
3415,2073,Brian Cardinal,MEM,17,30,237,101,39,38,10,29,93
3416,2567,Brian Cook,LAL,26,50,377,182,27,14,22,23,97
3417,258,Brian Grant,LAL,19,37,110,124,12,8,15,21,-52
3418,2243,Brian Scalabrine,NJN,12,30,174,134,56,19,11,39,-74
3419,1730,Brian Skinner,SAC,9,24,49,62,5,5,6,13,-39
3420,2639,Britton Johnsen,IND,2,6,12,10,4,1,0,3,-31
3421,1477,Bruce Bowen,SAS,41,53,437,177,84,39,25,33,382
3422,1743,Bruno Sundov,NYK,4,13,21,12,1,2,2,6,-13
3423,935,Bryon Russell,DEN,20,47,209,117,48,30,5,21,-15
3424,384,Calbert Cheaney,GSW,14,51,243,121,63,17,13,31,-68
3425,1916,Calvin Booth,MIL,19,33,82,58,4,10,16,7,-22
3426,2306,Carlos Arroyo,DET,14,40,308,72,192,26,3,71,-148
3427,2430,Carlos Boozer,UTA,17,51,909,457,144,41,24,137,-101
3428,2568,Carlos Delfino,DET,8,13,68,22,12,9,5,11,-6
3429,2546,Carmelo Anthony,DEN,22,46,913,263,134,48,15,145,-30
3430,2406,Caron Butler,LAL,26,49,716,264,86,63,15,86,-117
3431,2418,Casey Jacobsen,NOH,36,55,340,100,70,17,2,40,20
3432,369,Charlie Ward,HOU,6,14,75,39,43,15,0,18,4
3433,1497,Chauncey Billups,DET,31,49,809,183,309,58,7,122,180
3434,2365,Chris Andersen,NOH,11,52,366,285,52,9,71,43,-120
3435,2547,Chris Bosh,TOR,21,53,849,437,94,49,66,114,-4
3436,2768,Chris Duhon,CHI,26,49,246,118,235,46,0,79,16
3437,2549,Chris Kaman,LAC,18,41,338,254,38,20,39,69,-102
3438,2036,Chris Mihm,LAL,26,49,511,337,32,11,79,76,-61
3439,185,Chris Webber,PHI,26,45,948,441,245,66,33,131,30
3440,2404,Chris Wilcox,LAC,15,33,310,161,28,17,18,53,-52
3441,363,Christian Laettner,MIA,23,32,181,92,23,19,13,12,77
3442,1088,Chucky Atkins,LAL,26,50,684,138,224,47,2,93,-12
3443,221,Clar. Weatherspoon,HOU,7,17,38,27,3,0,1,4,21
3444,361,Clifford Robinson,NJN,13,43,368,121,75,44,39,41,-209
3445,1894,Corey Maggette,LAC,16,43,894,254,140,42,6,131,-80
3446,722,Corliss Williamson,SAC,23,48,518,178,43,26,12,60,-33
3447,2451,Corsley Edwards,NOH,0,10,27,25,3,3,4,2,-31
3448,2414,Curtis Borchardt,UTA,15,44,120,135,36,8,23,22,-79
3449,1749,Cuttino Mobley,SAC,21,40,667,130,105,41,17,76,-8
3450,2788,DJ Mbenga,DAL,6,10,9,7,0,0,2,3,-16
3451,2563,Dahntay Jones,MEM,23,41,193,61,19,10,6,22,-18
3452,2402,Dajuan Wagner,CLE,6,11,44,2,13,5,0,9,-9
3453,905,Dale Davis,IND,7,35,108,149,22,12,31,20,-68
3454,2863,Damien Wilkins,SEA,9,11,14,6,2,5,0,1,-31
3455,1800,Damon Jones,MIA,40,54,605,147,240,26,2,62,276
3456,757,Damon Stoudamire,POR,21,51,805,182,280,59,1,91,-81
3457,2424,Dan Dickau,NOH,11,43,567,121,178,43,2,87,-190
3458,2429,Dan Gadzuric,MIL,19,49,335,391,19,27,71,50,-28
3459,2091,Daniel Santiago,MIL,5,10,20,16,1,3,4,4,-37
3460,1504,Danny Fortson,SEA,33,45,382,270,7,12,4,70,124
3461,2032,Darius Miles,POR,19,40,500,193,79,47,55,93,-46
3462,2443,Darius Songaila,SAC,33,53,345,204,58,32,12,41,109
3463,2545,Darko Milicic,DET,17,24,35,30,4,1,11,13,6
3464,353,Darrell Armstrong,DAL,19,42,227,90,137,30,6,48,-51
3465,239,Darrick Martin,LAC,4,11,42,10,28,6,0,6,14
3466,1032,Darvin Ham,DET,18,34,32,32,5,6,7,7,-60
3467,2758,David Harrison,IND,19,35,235,117,12,12,51,50,4
3468,133,David Wesley,HOU,21,51,619,158,180,63,4,72,-86
3469,2561,David West,NOH,1,14,92,68,13,5,1,21,-107
3470,2205,DeSagana Diop,CLE,12,23,24,51,9,3,18,9,-8
3471,2052,DeShawn Stevenson,ORL,17,30,124,41,15,4,2,16,-1
3472,2753,Delonte West,BOS,6,13,28,10,13,1,3,4,19
3473,2035,DerMarr Johnson,DEN,17,42,251,78,43,18,11,37,17
3474,1507,Derek Anderson,POR,16,43,411,123,131,34,4,67,-85
3475,965,Derek Fisher,GSW,12,46,567,124,189,48,2,84,-153
3476,934,Derrick Coleman,DET,2,5,9,15,0,0,0,2,-19
3477,2046,Desmond Mason,MIL,19,49,806,205,130,41,16,94,-135
3478,2484,Devin Brown,SAS,41,53,351,122,62,28,2,39,19
3479,2734,Devin Harris,DAL,34,48,281,47,107,49,9,57,-56
3480,87,Dikembe Mutombo,HOU,31,51,204,223,6,6,55,28,62
3481,1717,Dirk Nowitzki,DAL,35,50,1343,501,158,63,79,123,389
3482,2051,Donnell Harvey,NJN,2,3,8,7,1,1,1,1,4
3483,2764,Donta Smith,ATL,3,15,42,23,16,7,4,11,-21
3484,923,Donyell Marshall,TOR,18,44,465,269,50,38,28,28,47
3485,2748,Dorell Wright,MIA,1,1,0,0,0,0,0,0,-8
3486,57,Doug Christie,ORL,30,48,339,170,194,78,18,102,81
3487,2400,Drew Gooden,CLE,30,51,749,496,72,47,52,85,169
3488,2730,Dwight Howard,ORL,28,52,546,507,46,43,83,95,-73
3489,2548,Dwyane Wade,MIA,38,50,1177,262,363,75,56,210,282
3490,1863,Earl Boykins,DEN,24,53,639,94,196,49,8,73,-48
3491,2248,Earl Watson,MEM,29,51,415,91,254,54,12,104,181
3492,2109,Eddie Gill,IND,20,43,152,58,44,29,5,39,-82
3493,2204,Eddie Griffin,MIN,25,51,409,320,39,21,85,37,78
3494,2067,Eddie House,SAC,17,39,237,45,53,32,3,22,-107
3495,224,Eddie Jones,MIA,39,53,664,258,137,57,28,67,264
3496,2201,Eddy Curry,CHI,26,46,731,254,31,14,43,131,-62
3497,2059,Eduardo Najera,DEN,14,41,175,118,35,18,10,32,-38
3498,922,Elden Campbell,DET,14,28,90,69,15,6,4,20,3
3499,1882,Elton Brand,LAC,23,52,1059,502,139,42,112,129,132
3500,2731,Emeka Okafor,CHA,9,42,623,461,39,36,62,72,-202
3501,15,Eric Piatkowski,CHI,20,40,172,40,29,13,0,22,-14
3502,727,Eric Snow,CLE,30,50,221,94,184,43,5,58,47
3503,677,Eric Williams,TOR,19,46,378,157,82,34,4,53,-101
3504,956,Erick Dampier,DAL,33,48,454,418,42,12,62,83,198
3505,1065,Erick Strickland,MIL,12,33,146,55,58,17,1,27,4
3506,2845,Erik Daniels,SAC,9,13,6,12,3,2,0,5,-33
3507,911,Ervin Johnson,MIN,21,36,53,94,5,7,9,15,-47
3508,2041,Etan Thomas,WAS,11,20,103,80,6,5,21,12,-32
3509,2436,Flip Murray,SEA,13,23,129,41,25,12,3,26,-30
3510,1922,Francisco Elson,DEN,21,44,155,136,21,22,29,26,-16
3511,2421,Frank Williams,CHI,5,8,6,6,11,2,3,3,-19
3512,697,Fred Hoiberg,MIN,26,52,308,119,56,40,12,14,125
3513,2410,Fred Jones,IND,24,49,544,173,128,40,25,67,-130
3514,56,Gary Payton,BOS,26,52,635,158,319,66,8,111,27
3515,2367,Geno Carlisle,POR,2,6,8,1,1,0,0,1,-7
3516,248,George Lynch,NOH,5,33,135,152,76,23,10,45,-100
3517,2222,Gerald Wallace,CHA,10,46,494,257,82,74,59,105,-100
3518,2240,Gilbert Arenas,WAS,29,50,1241,209,267,99,10,144,96
3519,1921,Gordan Giricek,UTA,17,52,478,110,82,26,4,53,-9
3520,255,Grant Hill,ORL,26,50,949,231,178,67,18,126,-6
3521,1761,Greg Buckner,DEN,23,47,298,133,98,42,5,41,-32
3522,731,Greg Ostertag,SAC,27,41,66,111,21,4,28,15,0
3523,2775,Ha Ha,POR,0,3,0,2,2,0,0,1,4
3524,2045,Hedo Turkoglu,ORL,28,52,735,190,111,36,17,90,18
3525,2798,Horace Jenkins,DET,8,11,36,6,7,3,1,6,2
3526,458,Howard Eisley,UTA,17,44,249,58,162,29,6,69,-123
3527,2825,Ibrahim Kutluay,SEA,4,5,0,1,0,0,0,2,-17
3528,1956,Ira Newble,CLE,26,43,245,109,45,24,6,32,39
3529,2747,JR Smith,NOH,11,47,356,72,73,29,11,49,-227
3530,2074,Jabari Smith,NJN,17,29,134,83,29,23,11,31,-64
3531,2761,Jackson Vroman,NOH,7,20,51,32,10,5,6,16,10
3532,1521,Jacque Vaughn,NJN,22,50,225,74,89,25,0,44,-143
3533,1751,Jahidi White,CHA,4,17,42,34,1,2,12,11,11
3534,2054,Jake Tsakalidis,MEM,12,20,49,43,6,3,11,9,-16
3535,2063,Jake Voskuhl,PHX,21,29,61,80,14,3,10,15,36
3536,147,Jalen Rose,TOR,21,52,869,170,119,38,5,119,-177
3537,2048,Jamaal Magloire,NOH,1,11,155,100,17,4,9,32,-1
3538,2224,Jamaal Tinsley,IND,20,38,605,157,245,78,12,127,87
3539,2037,Jamal Crawford,NYK,16,41,755,108,148,59,12,92,-142
3540,2441,Jamal Sampson,CHA,5,23,79,122,8,4,17,17,-51
3541,2749,Jameer Nelson,ORL,28,52,286,86,113,38,2,53,-19
3542,2592,James Jones,IND,20,44,205,107,34,24,17,26,-44
3543,1899,James Posey,MEM,18,30,260,144,58,23,15,49,4
3544,2839,James Thomas,ATL,2,9,24,35,4,4,4,7,-46
3545,2249,Jamison Brewer,NYK,4,18,31,22,12,8,1,13,-64
3546,2457,Jannero Pargo,CHI,3,8,33,9,14,4,0,9,-23
3547,2407,Jared Jeffries,WAS,29,51,326,236,97,44,24,82,-13
3548,2876,Jared Reiner,CHI,3,8,13,18,0,1,4,5,-22
3549,2260,Jarron Collins,UTA,12,30,131,87,30,11,1,17,-2
3550,2553,Jarvis Hayes,WAS,29,51,536,220,88,46,9,55,-71
3551,2044,Jason Collier,ATL,9,46,275,123,12,11,10,48,-281
3552,2215,Jason Collins,NJN,21,51,342,303,61,46,50,67,-6
3553,2078,Jason Hart,CHA,11,45,436,122,256,66,8,68,-258
3554,2574,Jason Kapono,CHA,11,50,445,93,32,25,4,28,-94
3555,467,Jason Kidd,NJN,19,37,521,259,294,60,5,82,104
3556,2202,Jason Richardson,GSW,15,44,995,279,171,73,18,112,-197
3557,1891,Jason Terry,DAL,34,50,580,121,250,71,6,86,291
3558,1715,Jason Williams,MEM,27,45,513,70,278,58,3,86,52
3559,1902,Jeff Foster,IND,14,33,303,332,22,31,9,38,91
3560,976,Jeff McInnis,CLE,29,49,730,104,278,41,1,79,164
3561,1741,Jelani McCoy,ATL,1,10,15,21,0,3,8,6,0
3562,979,Jermaine O'Neal,IND,19,35,893,318,68,23,78,108,19
3563,1744,Jerome James,SEA,35,50,207,131,9,8,65,46,-15
3564,2040,Jerome Moiso,CLE,7,20,28,37,1,3,6,7,-32
3565,966,Jerome Williams,NYK,20,51,240,185,30,36,8,44,-36
3566,711,Jerry Stackhouse,DAL,28,42,662,153,98,34,10,86,114
3567,754,Jim Jackson,PHX,19,36,416,154,109,27,3,79,-7
3568,2412,Jiri Welsch,CLE,27,53,409,133,84,39,3,56,-23
3569,2207,Joe Johnson,PHX,41,54,872,281,196,40,18,97,349
3570,693,Joe Smith,MIL,18,46,490,321,34,25,27,49,-142
3571,2038,Joel Przybilla,POR,19,46,225,297,33,8,60,41,5
3572,2823,John Edwards,IND,7,19,26,19,3,3,4,6,-64
3573,2422,John Salmons,PHI,16,35,177,82,80,29,9,41,-105
3574,1519,John Thomas,MIN,8,19,21,33,5,4,2,7,8
3575,468,Jon Barry,HOU,23,43,252,93,104,30,4,42,24
3576,1886,Jonathan Bender,IND,4,7,36,14,4,1,2,10,-30
3577,2735,Josh Childress,ATL,9,50,371,250,78,39,22,57,-178
3578,2668,Josh Davis,PHI,9,23,54,36,6,4,2,7,28
3579,2572,Josh Howard,DAL,33,45,546,293,65,70,25,74,228
3580,2746,Josh Smith,ATL,8,43,341,222,72,34,77,69,-167
3581,2413,Juan Dixon,WAS,26,46,404,100,93,32,4,54,-55
3582,1908,Jumaine Jones,LAL,23,44,297,223,32,18,15,25,49
3583,2454,Junior Harrington,NOH,4,29,163,63,62,25,5,41,-108
3584,2770,Justin Reed,BOS,2,10,19,4,5,1,0,2,15
3585,436,Juwan Howard,HOU,32,51,475,279,72,28,5,57,5
3586,2079,Kaniel Dickens,NJN,5,11,13,9,1,2,1,2,-23
3587,2416,Kareem Rush,CHA,15,43,356,77,58,19,6,38,-124
3588,2208,Kedrick Brown,PHI,5,8,12,11,4,3,1,5,-30
3589,2586,Keith Bogans,CHA,10,45,392,144,76,42,6,72,-137
3590,2693,Keith McLeod,UTA,9,24,189,51,120,18,5,46,-3
3591,1496,Keith Van Horn,DAL,12,31,331,162,39,20,11,47,-39
3592,1509,Kelvin Cato,ORL,19,34,260,261,21,32,56,43,-7
3593,383,Kendall Gill,MIL,5,14,85,37,27,14,4,9,-17
3594,2570,Kendrick Perkins,BOS,21,40,97,112,15,7,28,32,-17
3595,72,Kenny Anderson,LAC,8,39,195,83,98,33,0,46,-166
3596,1903,Kenny Thomas,SAC,21,47,530,308,77,40,6,83,-87
3597,2030,Kenyon Martin,DEN,22,50,789,395,132,73,53,111,-50
3598,954,Kerry Kittles,LAC,2,11,69,32,20,8,3,7,-6
3599,708,Kevin Garnett,MIN,27,54,1194,749,312,81,75,146,99
3600,2755,Kevin Martin,SAC,19,29,86,45,17,12,2,21,-23
3601,1563,Kevin Ollie,PHI,9,18,25,16,14,4,0,6,-4
3602,788,Kevin Willis,ATL,4,28,79,72,8,7,7,15,-98
3603,2039,Keyon Dooling,MIA,34,47,209,52,82,18,9,40,18
3604,2550,Kirk Hinrich,CHI,26,49,777,206,339,76,14,123,65
3605,2632,Kirk Penney,LAC,1,4,2,1,1,0,0,2,-1
3606,2745,Kirk Snyder,UTA,14,42,176,61,14,11,9,31,-119
3607,977,Kobe Bryant,LAL,20,36,1000,224,238,51,35,160,66
3608,2743,Kris Humphries,UTA,8,37,99,69,16,7,7,23,-79
3609,703,Kurt Thomas,NYK,21,53,611,532,107,54,52,67,-110
3610,2198,Kwame Brown,WAS,8,14,78,48,12,4,2,18,-49
3611,2594,Kyle Korver,PHI,26,53,614,230,115,64,24,68,49
3612,1885,Lamar Odom,LAL,25,49,768,504,170,32,52,130,-60
3613,441,Lamond Murray,TOR,20,50,331,149,46,25,14,50,35
3614,1919,Laron Profit,WAS,9,19,49,33,20,7,1,13,-35
3615,1716,Larry Hughes,WAS,21,34,721,207,180,96,10,79,89
3616,84,Latrell Sprewell,MIN,27,52,654,138,120,35,14,82,2
3617,2544,LeBron James,CLE,29,49,1244,350,376,114,37,159,200
3618,2571,Leandro Barbosa,PHX,27,35,202,52,55,12,5,45,-23
3619,1924,Lee Nailon,NOH,7,39,613,189,67,22,7,67,-244
3620,283,Lindsey Hunter,DET,30,48,209,82,96,53,7,50,-17
