,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,TS_PCT,USG_PCT,PIE,PER,WS
42,1996-97,898,Blue Edwards,1610612763,VAN,40,1046.5283333333334,365,133,87,28,12,59,17,0.44835,0.2021,0.041749999999999995,13.622315105198572,1.9802413018813847
43,1996-97,448,Bo Outlaw,1610612746,LAC,44,1047.0933333333332,317,222,54,47,70,47,0,0.6068461538461538,0.13130769230769232,0.11842307692307691,20.81830635969809,3.013848199829676
44,1996-97,682,Bob Sura,1610612739,CLE,47,1158.0233333333333,405,166,205,49,14,91,31,0.45121739130434785,0.21586956521739128,0.05508695652173914,18.825551012663677,3.3487133108277427
45,1996-97,310,Bobby Hurley,1610612758,SAC,29,305.84,66,18,58,8,2,27,8,0.4671,0.07835714285714286,0.04555,8.75997675183883,0.2477031570957406
46,1996-97,184,Bobby Phills,1610612739,CLE,43,1500.1083333333331,530,157,169,73,19,93,59,0.532,0.20078260869565218,0.11082608695652174,16.943729648004897,3.7800562792030887
47,1996-97,38,Brad Lohaus,1610612761,TOR,6,44.67166666666667,10,7,1,1,0,1,2,0.4375,0.1116,0.027749999999999997,3.05617943693684,
48,1996-97,38,Brad Lohaus,1610612761,TOR,6,44.67166666666667,10,7,1,1,0,1,2,,0.0,,3.05617943693684,
49,1996-97,699,Brent Barry,1610612746,LAC,25,457.14166666666665,190,50,50,22,6,33,26,0.4296315789473684,0.1961,0.07031578947368422,18.82054269444225,1.3969766071466077
50,1996-97,85,Brent Price,1610612745,HOU,17,192.23833333333332,45,14,26,5,0,16,5,0.5251333333333333,0.14735294117647058,0.04253333333333333,7.2088450656500545,0.1249003947682658
51,1996-97,1064,Brent Scott,1610612754,IND,3,25.17833333333333,8,3,0,0,0,1,0,0.27875,0.067625,-0.09075,6.033570743022027,0.0577740149945727
52,1996-97,1136,Brett Szabo,1610612738,BOS,34,162.11,40,42,4,3,8,9,0,0.2947916666666667,0.07696969696969697,-0.10883333333333334,10.915995170459048,0.2182813862612708
53,1996-97,967,Brian Evans,1610612753,ORL,4,12.566666666666666,7,3,3,0,0,2,1,0.22233333333333336,0.08771428571428572,0.009000000000000008,18.66480510480537,
54,1996-97,258,Brian Grant,1610612758,SAC,5,157.45,64,40,4,6,8,10,0,0.37666666666666665,0.17475,0.05466666666666667,18.36544720956073,0.3172007111759463
55,1996-97,216,Brian Shaw,1610612753,ORL,44,1181.5716666666667,313,128,207,35,15,111,39,0.43945,0.18514999999999998,0.0645,10.843221699355418,1.4555024423706922
56,1996-97,240,Brooks Thompson,1610612743,DEN,35,457.9433333333333,217,33,81,23,0,34,43,0.31995833333333334,0.20264,0.009708333333333334,19.070780141199368,1.683703074991901
57,1996-97,240,Brooks Thompson,1610612743,DEN,35,457.9433333333333,217,33,81,23,0,34,43,0.0,0.0295,-0.118,19.070780141199368,1.683703074991901
58,1996-97,735,Bryant Reeves,1610612763,VAN,46,1645.7783333333334,653,365,93,21,42,106,1,0.4859166666666667,0.2072,0.08125,15.680841084668588,3.145389895795886
59,1996-97,179,Bryant Stith,1610612743,DEN,38,1276.3283333333334,559,160,96,50,11,60,50,0.5160416666666666,0.16706666666666667,0.09120833333333334,18.87217679891551,4.624939482810304
60,1996-97,935,Bryon Russell,1610612762,UTA,46,1476.955,475,207,72,66,17,61,60,0.62890625,0.13896875,0.091375,14.89425740167749,3.5457617717972214
61,1996-97,433,Buck Williams,1610612752,NYK,45,955.2066666666668,306,266,31,33,27,56,0,0.6202,0.13877777777777778,0.09847999999999998,18.331468115511207,2.7147742001495185
62,1996-97,2,Byron Scott,1610612747,LAL,45,870.7666666666667,300,71,65,20,8,34,43,0.5319285714285714,0.12936666666666669,0.07357142857142858,15.297652149777928,2.6363394743812263
63,1996-97,384,Calbert Cheaney,1610612764,WAS,44,1235.18,418,129,49,41,7,52,2,0.5128,0.16066666666666668,0.06455999999999999,12.881564335044072,2.3361864663254748
64,1996-97,61,Carl Herrera,1610612759,SAS,41,810.245,220,148,17,39,25,38,2,0.42466666666666664,0.1588857142857143,0.045575757575757575,11.68025959035369,0.596092807732752
65,1996-97,1063,Carl Thomas,1610612739,CLE,17,72.035,21,12,7,2,1,6,2,0.2166,0.05846666666666667,0.0046000000000000025,10.97874524139677,0.040575800077248
66,1996-97,435,Carlos Rogers,1610612761,TOR,30,808.4366666666666,315,174,20,25,43,32,17,0.5452608695652174,0.12387096774193548,-0.07239130434782609,21.160340022335465,2.9710742309844296
67,1996-97,76,Cedric Ceballos,1610612756,PHX,21,724.9466666666667,325,151,34,15,11,49,12,0.513,0.20366666666666666,0.10033333333333333,16.22898633253319,1.5201173208942966
68,1996-97,76,Cedric Ceballos,1610612756,PHX,21,724.9466666666667,325,151,34,15,11,49,12,0.5194166666666666,0.2780833333333333,0.10091666666666667,16.22898633253319,1.5201173208942966
69,1996-97,787,Charles Barkley,1610612745,HOU,34,1379.381666666667,663,500,165,53,21,101,43,0.60915,0.15355172413793106,0.1767,27.6969225892304,6.84206183720586
70,1996-97,279,Charles Jones,1610612745,HOU,7,40.26833333333333,2,5,1,0,3,0,0,0.25,0.008307692307692306,-0.01825,6.336059654279118,
71,1996-97,891,Charles Oakley,1610612752,NYK,46,1610.1733333333334,471,441,121,64,11,99,2,0.5839615384615384,0.15307407407407408,0.1260769230769231,16.904751725237258,3.994911084651037
72,1996-97,293,Charles Smith,1610612759,SAS,4,91.21,32,21,5,1,5,9,0,0.5133333333333333,0.0411875,0.4523333333333333,15.058985933005744,0.1834979249160785
73,1996-97,369,Charlie Ward,1610612752,NYK,46,1090.4616666666666,272,144,221,54,14,86,31,0.5441153846153847,0.13803703703703704,0.11292307692307692,16.074676634037992,2.5555817017709623
74,1996-97,685,Cherokee Parks,1610612750,MIN,46,636.21,155,125,22,33,25,21,0,0.4103823529411765,0.09654285714285714,0.033823529411764704,15.696621423573385,1.3896671724230727
75,1996-97,713,Chris Carr,1610612750,MIN,41,600.6816666666666,227,80,37,17,8,26,21,0.4757741935483871,0.14611428571428572,-0.007129032258064522,15.458566806245244,1.645311874180443
76,1996-97,164,Chris Childs,1610612752,NYK,36,1101.165,373,109,213,39,4,101,45,0.5204545454545454,0.16234782608695653,0.1096818181818182,15.747085732905497,3.0751624535561723
77,1996-97,201,Chris Dudley,1610612757,POR,48,1144.99,185,353,24,21,67,60,0,0.43428,0.09626923076923077,0.0404,11.188387992454212,0.7005641173545323
78,1996-97,423,Chris Gatling,1610612751,NJN,42,1122.371666666667,797,322,22,35,29,109,1,0.5485238095238095,0.3293809523809524,0.152,28.885608401172405,5.492540814380354
79,1996-97,423,Chris Gatling,1610612751,NJN,42,1122.371666666667,797,322,22,35,29,109,1,0.599,0.1165,0.149,28.885608401172405,5.492540814380354
80,1996-97,1137,Chris Jent,1610612752,NYK,3,9.338333333333331,6,1,1,0,0,0,2,0.375,0.074,0.047,21.438036477240345,
81,1996-97,168,Chris Mills,1610612739,CLE,46,1759.6333333333334,598,292,96,48,26,73,46,0.554391304347826,0.1668695652173913,0.11343478260869565,17.256851984763323,4.880923134535266
82,1996-97,356,Chris Morris,1610612762,UTA,41,539.6183333333333,187,91,21,14,12,26,15,0.4814,0.17109375,0.06553333333333335,11.540446972888674,0.7458738055270093
83,1996-97,904,Chris Mullin,1610612744,GSW,45,1599.18,649,190,199,84,22,106,52,0.5919666666666666,0.15653333333333333,0.13323333333333334,21.631396587050503,6.541531230156391
84,1996-97,997,Chris Robinson,1610612763,VAN,18,239.57333333333327,52,27,15,11,2,13,10,0.2864444444444445,0.09649999999999999,0.011444444444444445,6.657940844799922,0.0333928507227061
85,1996-97,185,Chris Webber,1610612764,WAS,45,1791.9033333333334,890,443,210,69,90,156,30,0.5608,0.22574074074074074,0.14156000000000002,24.284477151945733,6.412580264894587
86,1996-97,43,Chris Whitney,1610612764,WAS,47,705.1383333333333,278,60,106,33,3,37,37,0.6042222222222222,0.16633333333333333,0.12818518518518518,19.583479869460916,2.6465477329522624
87,1996-97,363,Christian Laettner,1610612737,ATL,46,1800.97,861,412,107,51,36,121,25,0.5478333333333333,0.23626666666666668,0.12536666666666668,22.79243591859953,7.534471664597851
88,1996-97,359,Chucky Brown,1610612749,MIL,38,349.7333333333333,94,66,11,3,14,5,0,0.33771428571428574,0.09527272727272727,-0.11066666666666668,13.888471442683562,0.8726192593052986
89,1996-97,359,Chucky Brown,1610612749,MIL,38,349.7333333333333,94,66,11,3,14,5,0,0.16299999999999998,0.08549999999999999,0.040400000000000005,13.888471442683562,0.8726192593052986
90,1996-97,221,Clar. Weatherspoon,1610612755,PHI,46,1644.885,559,395,71,37,34,87,1,0.5086315789473684,0.14405263157894738,0.08894736842105262,17.928125693394648,4.590389187607952
91,1996-97,361,Clifford Robinson,1610612757,POR,47,1814.39,740,176,155,50,41,114,66,0.49076000000000003,0.19692,0.07092,16.105150106006853,5.700897292058444
92,1996-97,32,Clifford Rozier,1610612761,TOR,8,145.765,29,40,6,3,18,3,0,0.0,0.077,2.0,17.71688627790297,0.2939863407511415
93,1996-97,32,Clifford Rozier,1610612761,TOR,8,145.765,29,40,6,3,18,3,0,,0.0,,17.71688627790297,0.2939863407511415
94,1996-97,32,Clifford Rozier,1610612761,TOR,8,145.765,29,40,6,3,18,3,0,0.5189999999999999,0.1328,0.0986,17.71688627790297,0.2939863407511415
95,1996-97,17,Clyde Drexler,1610612745,HOU,44,1654.3366666666666,797,257,249,88,28,120,85,0.5975,0.20479166666666668,0.14272727272727273,23.7099746442874,7.603994381918431
96,1996-97,916,Corie Blount,1610612747,LAL,30,392.175,69,86,14,6,13,20,0,0.3643529411764706,0.0897142857142857,0.043,9.480520009267366,0.4004609326715623
97,1996-97,722,Corliss Williamson,1610612758,SAC,46,1227.7716666666668,527,195,82,38,24,95,0,0.5023214285714286,0.21046666666666666,0.07539285714285714,16.381440744590563,2.934508921580449
98,1996-97,724,Cory Alexander,1610612759,SAS,43,481.2583333333333,192,48,72,32,5,60,27,0.43957575757575756,0.2026,0.04106060606060606,16.192744086414713,0.7529680820251202
99,1996-97,378,Craig Ehlo,1610612760,SEA,40,657.0966666666667,167,83,51,27,3,34,22,0.38222727272727275,0.12742307692307692,0.018181818181818184,9.830106652774058,0.591790551074327
100,1996-97,905,Dale Davis,1610612754,IND,44,1442.005,443,438,38,37,49,66,0,0.5160769230769231,0.14934615384615385,0.11053846153846154,17.988403846773718,3.154104139119276
101,1996-97,107,Dale Ellis,1610612743,DEN,48,1784.54,877,180,80,37,3,94,114,0.5093666666666666,0.228,0.0755,16.647628648800307,5.732946629268188
102,1996-97,757,Damon Stoudamire,1610612761,TOR,45,1812.7233333333331,899,180,380,73,8,163,107,0.502125,0.24403030303030304,0.1375625,21.413162916399223,9.198556003756073
103,1996-97,105,Dan Majerle,1610612748,MIA,26,1057.4283333333333,331,133,96,43,10,43,58,0.5157857142857143,0.15,0.10785714285714286,15.756431898279374,2.779662271758387
104,1996-97,7,Dan Schayes,1610612753,ORL,24,245.92333333333332,48,47,5,2,7,10,0,0.11359999999999999,0.0334,0.0351,7.013823230467917,0.2102101180316339
105,1996-97,344,Dana Barros,1610612738,BOS,24,706.725,300,48,81,26,6,39,43,0.5980833333333333,0.09904347826086957,0.10883333333333334,17.324896588943023,2.116496611182601
106,1996-97,198,Danny Ferry,1610612739,CLE,47,1373.945,444,187,88,35,18,58,65,0.558608695652174,0.17930434782608695,0.08126086956521739,14.196180497433105,3.0972533044597395
107,1996-97,330,Danny Manning,1610612756,PHX,46,1309.7183333333332,632,307,105,46,43,104,1,0.5348333333333334,0.21012,0.09866666666666667,21.86374588196151,4.337750298397949
108,1996-97,353,Darrell Armstrong,1610612753,ORL,40,709.38,285,50,124,36,6,79,42,0.5509999999999999,0.18895,0.21637499999999998,16.775520392155645,1.9903463326110904
109,1996-97,239,Darrick Martin,1610612746,LAC,44,884.9633333333334,454,54,167,28,0,65,39,0.5436923076923077,0.2535,0.11242307692307693,23.151544410799165,4.522211080449628
110,1996-97,241,Darrin Hancock,1610612737,ATL,12,58.873333333333335,8,7,5,2,0,4,0,0.0,0.0,0.077,4.125090544768334,-0.0097774867880804
111,1996-97,241,Darrin Hancock,1610612737,ATL,12,58.873333333333335,8,7,5,2,0,4,0,0.1,0.11066666666666666,-0.20140000000000002,4.125090544768334,-0.0097774867880804
112,1996-97,241,Darrin Hancock,1610612737,ATL,12,58.873333333333335,8,7,5,2,0,4,0,,0.0,,4.125090544768334,-0.0097774867880804
113,1996-97,241,Darrin Hancock,1610612737,ATL,12,58.873333333333335,8,7,5,2,0,4,0,0.694,0.075,0.074,4.125090544768334,-0.0097774867880804
114,1996-97,1032,Darvin Ham,1610612754,IND,33,297.51,74,54,13,8,8,18,0,0.5015333333333333,0.10417857142857143,-0.09913333333333334,10.742550135215588,0.4640015747292292
115,1996-97,764,David Robinson,1610612759,SAS,6,146.89666666666668,106,51,8,6,6,8,0,0.5232,0.2783333333333333,0.1706,38.31355019338889,1.0348499719678412
116,1996-97,710,David Vaughn,1610612753,ORL,28,279.9816666666667,75,91,7,8,13,27,0,0.4691428571428572,0.14750000000000002,0.04478571428571428,13.02610990020293,0.1897275974775481
117,1996-97,133,David Wesley,1610612738,BOS,38,1579.6,635,146,293,85,10,113,49,0.5158571428571429,0.14924242424242423,0.10717857142857143,20.569122557341757,6.26744734163826
118,1996-97,766,David Wingate,1610612760,SEA,37,416.955,98,39,28,18,3,15,8,0.4654375,0.09423999999999999,-0.11143750000000001,9.43148486009252,0.542381215309966
119,1996-97,116,David Wood,1610612749,MIL,28,171.99666666666667,35,18,9,5,5,3,5,0.1886470588235294,0.03558064516129032,0.014411764705882353,12.155549102472392,0.4312340414141524
120,1996-97,1051,Dean Garrett,1610612750,MIN,34,652.6683333333333,166,214,12,21,39,15,0,0.544875,0.0774,0.11758333333333333,19.46031204343853,1.802230027172346
121,1996-97,244,Dee Brown,1610612738,BOS,15,419.66,134,35,55,27,6,19,16,0.4638,0.07460869565217391,0.0664,14.853266690546628,0.7615346207844417
122,1996-97,209,Dell Curry,1610612766,CHH,47,1528.35,750,146,77,46,11,63,98,0.5522,0.21007692307692308,0.09572000000000001,18.732548942762914,4.983578319618604
123,1996-97,725,Dell Demps,1610612753,ORL,2,9.261666666666668,2,0,0,1,0,0,0,0.129,0.06666666666666667,0.0,2.625676598297072,-0.0091275973147543
124,1996-97,23,Dennis Rodman,1610612741,CHI,35,1266.76,210,578,110,18,12,66,2,0.47475,0.09653846153846153,0.12420833333333332,17.45784363114013,2.8770686640460386
125,1996-97,192,Dennis Scott,1610612753,ORL,30,1053.878333333333,399,105,63,27,10,45,62,0.4615,0.18157142857142855,0.07691666666666667,13.209588189604352,2.372531051273138
126,1996-97,965,Derek Fisher,1610612747,LAL,46,515.1916666666667,176,47,62,25,2,48,12,0.41019999999999995,0.16603333333333334,0.02296666666666667,12.502945573165384,0.7742314404072349
127,1996-97,157,Derek Harper,1610612742,DAL,43,1201.3933333333334,426,73,183,48,6,74,41,0.4941304347826087,0.17137499999999997,0.08617391304347825,16.877154720270646,3.626800144588688
128,1996-97,400,Derek Strong,1610612753,ORL,44,1114.9233333333334,395,274,37,27,12,60,0,0.50335,0.17099999999999999,0.0979,16.15857125954782,2.66401007348008
129,1996-97,308,Derrick Alston,1610612737,ATL,2,10.6,0,4,0,0,0,0,0,0.0,0.139,-0.35,-11.479786980315655,-0.0775976965503549
130,1996-97,934,Derrick Coleman,1610612755,PHI,34,1253.9983333333332,604,307,122,27,49,121,23,0.5290588235294118,0.2400588235294118,0.1326470588235294,20.474969695972145,3.749221612918452
131,1996-97,365,Derrick McKey,1610612754,IND,45,1349.7766666666666,381,224,129,44,28,77,14,0.48565,0.1601904761904762,0.0712,13.752138932965016,2.474329125626509
132,1996-97,96,Detlef Schrempf,1610612760,SEA,46,1699.4583333333333,781,312,222,48,10,114,44,0.5888846153846153,0.21203846153846154,0.14376923076923076,22.713970169867288,8.13149112440454
133,1996-97,1070,Devin Gray,1610612759,SAS,6,49.33166666666666,18,14,2,4,0,5,0,0.333,0.066,0.11599999999999999,6.239853247304977,-0.1087650441869862
134,1996-97,1070,Devin Gray,1610612759,SAS,6,49.33166666666666,18,14,2,4,0,5,0,0.298,0.182,-0.136,6.239853247304977,-0.1087650441869862
135,1996-97,1121,Dexter Boney,1610612756,PHX,2,27.633333333333333,9,5,0,1,1,1,0,0.0,0.1,0.0,10.352612115978593,0.0123826315051576
136,1996-97,54,Dickey Simpkins,1610612741,CHI,27,195.92666666666668,33,41,14,3,2,18,0,0.3034,0.09704347826086958,0.001,3.7874506024234034,-0.1591819857926355
137,1996-97,87,Dikembe Mutombo,1610612737,ATL,45,1702.0316666666668,574,539,61,18,160,108,0,0.5686333333333333,0.17843333333333333,0.15583333333333332,22.715403395320653,5.176278135332245
138,1996-97,129,Dino Radja,1610612738,BOS,25,873.6,349,211,48,23,48,70,0,0.452,0.1607894736842105,0.10664285714285715,15.541182576697048,0.9508164533845432
139,1996-97,1122,Dominique Wilkins,1610612759,SAS,35,1077.445,666,258,55,28,19,72,51,0.5086774193548387,0.2616857142857143,0.11858064516129033,27.09192351142283,5.440974941374667
140,1996-97,931,Don MacLean,1610612755,PHI,24,445.5233333333333,247,86,23,8,5,32,6,0.39249999999999996,0.17708333333333334,0.028624999999999998,18.046661116967325,1.2414541644838069
141,1996-97,690,Don Reid,1610612765,DET,28,269.6016666666667,76,52,8,9,12,18,0,0.34765,0.08181481481481481,-0.06170000000000001,11.772164855580378,0.4503972611918969
142,1996-97,140,Donald Royal,1610612766,CHH,33,495.3133333333333,136,84,13,11,8,25,0,0.5171666666666667,0.11290476190476191,0.04172222222222222,10.939625938965612,0.8857335507529203
143,1996-97,140,Donald Royal,1610612766,CHH,33,495.3133333333333,136,84,13,11,8,25,0,0.51,0.217,0.018,10.939625938965612,0.8857335507529203
144,1996-97,140,Donald Royal,1610612766,CHH,33,495.3133333333333,136,84,13,11,8,25,0,0.7945,0.1275,0.08549999999999999,10.939625938965612,0.8857335507529203
145,1996-97,1126,Donald Whiteside,1610612761,TOR,27,260.595,59,12,36,11,0,17,12,0.3825294117647059,0.12144444444444444,0.158,9.356096895084493,0.352204540915436
146,1996-97,671,Donnie Boyce,1610612737,ATL,18,133.40833333333333,53,11,10,7,4,15,2,0.40084615384615385,0.12623333333333334,-0.03330769230769231,11.122132320443416,0.0395677362079233
147,1996-97,681,Donny Marshall,1610612739,CLE,30,276.2283333333333,96,30,13,7,1,15,19,0.3648571428571428,0.11621739130434783,0.009928571428571427,12.389390998330311,0.6040635420603676
148,1996-97,112,Dontonio Wingfield,1610612757,POR,31,436.94166666666666,159,110,36,13,5,39,21,0.4115384615384615,0.10286956521739131,-0.013769230769230768,15.116617694898077,1.0619727611603271
149,1996-97,112,Dontonio Wingfield,1610612757,POR,31,436.94166666666666,159,110,36,13,5,39,21,,0.0,,15.116617694898077,1.0619727611603271
150,1996-97,923,Donyell Marshall,1610612744,GSW,32,392.85333333333335,148,109,22,10,20,22,15,0.3950952380952381,0.18193333333333334,0.06842857142857144,16.50570110494074,0.8255382062140031
151,1996-97,57,Doug Christie,1610612761,TOR,45,1684.0916666666667,641,267,174,84,24,123,74,0.55753125,0.18524242424242426,0.10684375,17.673483957541364,5.02921316150119
152,1996-97,77,Doug Overton,1610612755,PHI,36,352.165,106,35,57,11,0,17,4,0.36114285714285715,0.11635294117647059,0.21864285714285717,15.621613142283708,0.9753642166882178
153,1996-97,28,Doug West,1610612750,MIN,41,1225.868333333333,357,98,75,32,13,48,7,0.4607333333333334,0.12691428571428573,0.026933333333333333,10.4986106019015,1.995377470812759
154,1996-97,190,Duane Causwell,1610612758,SAC,41,557.02,103,122,18,15,37,33,1,0.47504545454545455,0.08642857142857142,0.3578181818181818,10.302449049652354,0.5311976887366189
155,1996-97,273,Duane Ferrell,1610612754,IND,32,508.00166666666667,233,71,27,16,2,28,13,0.5292105263157895,0.1766842105263158,0.08931578947368421,19.557971779086916,1.9012801188479995
