,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,TS_PCT,USG_PCT,PIE,PER,WS
4298,2005-06,2201,Eddy Curry,1610612752,NYK,43,1165.3433333333332,611,272,9,20,38,118,0,0.5656538461538462,0.22132142857142859,0.07134615384615385,20.281298997420944,3.415828510299726
4299,2005-06,2059,Eduardo Najera,1610612743,DEN,53,1339.915,313,304,47,50,32,49,4,0.4734230769230769,0.11973076923076922,0.04469230769230769,13.397076598285448,2.1507343364743394
4300,2005-06,1882,Elton Brand,1610612746,LAC,49,1947.1416666666669,1244,506,133,48,126,104,0,0.5922758620689655,0.27906896551724136,0.19879310344827586,33.78417462399397,11.56846918199883
4301,2005-06,2731,Emeka Okafor,1610612766,CHA,26,874.1383333333333,344,261,31,22,50,53,0,0.39166666666666666,0.19290000000000002,0.06755555555555555,18.47404187615933,1.377443747168034
4302,2005-06,15,Eric Piatkowski,1610612741,CHI,15,122.2,31,10,10,4,1,8,5,0.2584,0.0469375,-0.03699999999999999,8.149942231807886,0.0314718802746665
4303,2005-06,727,Eric Snow,1610612739,CLE,52,1504.5883333333334,258,139,218,43,14,70,1,0.3845483870967742,0.10306451612903227,0.04919354838709677,10.69962311282034,1.9728557611418935
4304,2005-06,677,Eric Williams,1610612761,TOR,15,150.54833333333335,37,24,4,3,1,7,1,0.26755555555555555,0.051263157894736844,0.00577777777777778,6.481622697256544,0.0975073975430635
4305,2005-06,956,Erick Dampier,1610612742,DAL,52,1239.17,300,413,35,16,64,76,0,0.5042962962962962,0.143,0.07540740740740741,16.973544533223876,2.611512205665909
4306,2005-06,911,Ervin Johnson,1610612749,MIL,13,63.48166666666667,10,18,1,1,2,3,0,0.17857142857142858,0.05188888888888889,0.019142857142857145,5.012501391671721,
4307,2005-06,101212,Esteban Batista,1610612737,ATL,29,196.9,45,48,2,8,3,14,0,0.2799333333333333,0.07604166666666666,-0.11053333333333333,7.363824758205166,0.1687664170845372
4308,2005-06,2041,Etan Thomas,1610612764,WAS,46,657.3516666666667,201,162,10,11,32,28,0,0.5409047619047619,0.12195454545454544,0.06971428571428571,16.753535043430407,1.5741512390675971
4309,2005-06,101177,Fabricio Oberto,1610612759,SAS,36,312.12166666666667,74,73,17,5,7,21,0,0.2524444444444444,0.050923076923076925,0.06994444444444445,11.91374850207028,0.505723611143074
4310,2005-06,2436,Flip Murray,1610612739,CLE,47,1061.8966666666668,468,83,119,30,3,78,17,0.667,0.1,0.052,14.582648504118236,1.722227871333086
4311,2005-06,2436,Flip Murray,1610612739,CLE,47,1061.8966666666668,468,83,119,30,3,78,17,0.4361111111111111,0.228,0.042888888888888886,14.582648504118236,1.722227871333086
4312,2005-06,1922,Francisco Elson,1610612743,DEN,49,1089.1266666666668,223,231,29,36,40,49,1,0.4468571428571429,0.12032142857142857,0.03428571428571429,11.1574415296548,0.9368855760779752
4313,2005-06,101128,Francisco Garcia,1610612758,SAC,48,1037.503333333333,298,145,81,33,39,57,26,0.44915789473684214,0.1740952380952381,0.030157894736842102,12.918740785605625,1.4179336578853508
4314,2005-06,2410,Fred Jones,1610612754,IND,48,1304.6616666666666,480,113,111,35,12,73,47,0.5219,0.18005,0.07844999999999999,14.27178482899184,2.8080046847835924
4315,2005-06,56,Gary Payton,1610612748,MIA,53,1556.6516666666666,476,153,186,42,6,73,54,0.5452758620689655,0.12820689655172413,0.0920344827586207,15.66328704918526,4.356389360254458
4316,2005-06,2809,Gerald Fitch,1610612748,MIA,18,239.45166666666665,84,30,33,7,5,15,7,0.49414285714285716,0.18081818181818182,-0.06657142857142857,12.682373220872934,0.3203930477884944
4317,2005-06,101123,Gerald Green,1610612738,BOS,5,14.52,4,1,1,0,0,1,0,0.18125,0.42300000000000004,-0.006999999999999999,-0.7469854914428861,-0.0090429294761143
4318,2005-06,2222,Gerald Wallace,1610612766,CHA,32,1112.263333333333,464,223,57,78,70,58,12,0.516125,0.1466,0.10625,25.552155193457462,3.289401244622362
4319,2005-06,2240,Gilbert Arenas,1610612764,WAS,50,2098.3233333333333,1413,186,295,88,21,189,113,0.5201363636363636,0.2792608695652174,0.1345909090909091,28.101626230680186,13.094402892484627
4320,2005-06,1921,Gordan Giricek,1610612762,UTA,37,956.17,393,70,63,16,4,63,18,0.4708947368421052,0.19486363636363635,0.03126315789473684,10.914331781847183,1.2448834439366756
4321,2005-06,255,Grant Hill,1610612753,ORL,14,429.25,219,56,33,17,3,25,1,0.557125,0.17363636363636364,0.149,22.69054549225965,1.5712036118528074
4322,2005-06,1761,Greg Buckner,1610612743,DEN,49,1130.83,281,141,80,63,15,26,40,0.42441666666666666,0.08857142857142856,0.016958333333333336,14.097102539362062,2.033451715028741
4323,2005-06,731,Greg Ostertag,1610612762,UTA,49,741.2,141,211,53,6,57,43,0,0.43264,0.12038461538461538,0.06628,14.707830543020664,0.9050805538063662
4324,2005-06,2775,Ha Ha,1610612757,POR,17,146.24666666666667,32,37,1,1,7,9,0,0.396125,0.07442857142857143,-0.009875000000000002,9.185017395216114,0.1032350953287019
4325,2005-06,101124,Hakim Warrick,1610612763,MEM,41,426.9633333333333,153,88,20,10,9,31,0,0.3695769230769231,0.14622857142857143,0.19046153846153846,12.674781593059448,0.5159848749421239
4326,2005-06,2045,Hedo Turkoglu,1610612753,ORL,50,1671.5616666666667,709,214,124,41,15,88,64,0.5547826086956522,0.19666666666666666,0.11573913043478261,18.2134175320427,5.651346281662224
4327,2005-06,458,Howard Eisley,1610612743,DEN,13,112.245,9,14,25,3,0,3,1,0.35,0.04263636363636363,0.16499999999999998,8.682068194870428,
4328,2005-06,101113,Ike Diogu,1610612744,GSW,39,569.1633333333333,241,117,20,7,15,39,0,0.5278125,0.1790625,0.0534375,17.978126353507268,1.8671352183126328
4329,2005-06,1956,Ira Newble,1610612739,CLE,20,258.58166666666665,26,42,7,4,7,9,0,0.31427272727272726,0.09549999999999999,-0.020181818181818176,2.211449862099475,-0.1892512237566953
4330,2005-06,2747,JR Smith,1610612740,NOK,40,782.0916666666667,343,87,51,25,3,44,45,0.5103,0.1616923076923077,0.1401,16.486258730102428,1.9685160038382388
4331,2005-06,2866,Jackie Butler,1610612752,NYK,28,292.325,114,66,9,10,20,24,0,0.532,0.1518235294117647,0.039615384615384615,19.330144632092647,0.7252253402551522
4332,2005-06,2761,Jackson Vroman,1610612740,NOK,39,373.8433333333333,68,79,10,12,11,20,0,0.3628421052631579,0.08444444444444443,0.030789473684210523,7.642080062630902,0.1162260913767499
4333,2005-06,1521,Jacque Vaughn,1610612751,NJN,49,725.06,161,53,66,32,1,29,0,0.3500384615384616,0.12192857142857143,0.03207692307692307,9.458516480810092,0.7526198210387243
4334,2005-06,2054,Jake Tsakalidis,1610612763,MEM,28,249.36,73,64,4,8,12,13,0,0.46125,0.09778571428571428,0.0856,15.686832043063328,0.5008150216717195
4335,2005-06,2063,Jake Voskuhl,1610612766,CHA,24,364.20666666666665,106,77,15,10,8,19,1,0.4791666666666667,0.11368421052631579,0.06724999999999999,9.881847709834323,0.3192364334887964
4336,2005-06,147,Jalen Rose,1610612752,NYK,53,1478.44,679,150,138,21,11,86,38,0.5663333333333334,0.25533333333333336,0.0815,17.26147355442152,5.147015873089141
4337,2005-06,147,Jalen Rose,1610612752,NYK,53,1478.44,679,150,138,21,11,86,38,0.46203448275862063,0.22582758620689655,0.05727586206896552,17.26147355442152,5.147015873089141
4338,2005-06,2048,Jamaal Magloire,1610612749,MIL,52,1651.993333333333,529,527,32,17,52,120,0,0.4985925925925926,0.1774074074074074,0.08044444444444444,14.10454673216332,1.7520060290933692
4339,2005-06,2224,Jamaal Tinsley,1610612754,IND,23,653.2216666666667,240,87,113,30,4,67,11,0.4967272727272727,0.1440625,0.10781818181818181,15.412039303578643,0.7375000040951126
4340,2005-06,2037,Jamal Crawford,1610612752,NYK,49,1634.005,687,162,194,47,11,116,64,0.4301785714285714,0.18837931034482758,0.08067857142857142,17.623968876258324,5.119439152235231
4341,2005-06,2441,Jamal Sampson,1610612758,SAC,9,28.55,6,14,1,0,2,0,0,0.6428571428571429,0.08915384615384615,0.3647142857142857,23.099196973709468,0.0963384266691172
4342,2005-06,2749,Jameer Nelson,1610612753,ORL,37,1043.2983333333334,511,110,163,44,7,93,43,0.47600000000000003,0.1992,0.09411764705882353,22.68636357015398,3.786064295770207
4343,2005-06,2592,James Jones,1610612756,PHX,47,1174.8283333333334,487,154,36,25,32,23,80,0.5714333333333333,0.15209090909090908,0.08783333333333333,17.045085879802624,3.2710726458181245
4344,2005-06,1899,James Posey,1610612748,MIA,46,1440.515,355,229,63,34,12,44,91,0.6448333333333334,0.09333333333333334,0.067375,11.369419533613264,2.614071570561593
4345,2005-06,101189,James Singleton,1610612746,LAC,41,574.83,157,168,25,14,14,21,2,0.46432,0.12290000000000001,0.0492,17.656773306770194,1.607299892545121
4346,2005-06,2839,James Thomas,1610612741,CHI,22,150.215,28,39,1,0,3,7,0,0.16666666666666666,0.0295,-0.06566666666666666,6.625376426274173,0.1735483688658176
4347,2005-06,2839,James Thomas,1610612741,CHI,22,150.215,28,39,1,0,3,7,0,0.206,0.08433333333333333,-0.087,6.625376426274173,0.1735483688658176
4348,2005-06,2457,Jannero Pargo,1610612741,CHI,33,410.065,187,44,67,19,1,39,27,0.513,0.18536842105263157,0.013785714285714288,16.519302331700615,0.6169984410441932
4349,2005-06,2407,Jared Jeffries,1610612764,WAS,49,1185.4016666666666,279,227,93,32,31,51,5,0.5281363636363636,0.11404347826086958,0.057545454545454545,14.153453980959048,2.2962330084975187
4350,2005-06,101127,Jarrett Jack,1610612757,POR,51,1029.8166666666666,316,111,133,32,1,63,10,0.4646785714285714,0.1680357142857143,0.08378571428571428,14.112102030986438,1.9077251141640252
4351,2005-06,2260,Jarron Collins,1610612762,UTA,50,1198.7283333333332,289,235,72,25,22,41,0,0.5044,0.1066,0.05076,14.475393195793728,3.1786032365282906
4352,2005-06,2553,Jarvis Hayes,1610612764,WAS,21,515.8333333333334,196,76,27,16,1,22,17,0.48225,0.18475,0.06458333333333333,15.372405396577006,1.1779696476628467
4353,2005-06,2215,Jason Collins,1610612751,NJN,41,1060.2016666666666,143,185,40,28,20,39,0,0.37388,0.08569230769230768,0.02872,6.413697420500951,0.1970839571786572
4354,2005-06,2078,Jason Hart,1610612758,SAC,48,645.5833333333334,162,57,52,25,3,38,8,0.39714285714285713,0.16818181818181818,0.02719047619047618,7.22847451289308,0.0415163249455018
4355,2005-06,2574,Jason Kapono,1610612748,MIA,42,547.0166666666667,168,59,24,5,2,14,21,0.5697272727272726,0.10607142857142858,0.007181818181818181,10.431450463782456,1.2232324511713966
4356,2005-06,467,Jason Kidd,1610612751,NJN,51,1900.371666666667,735,361,395,98,19,123,97,0.5663928571428571,0.20428571428571426,0.16760714285714284,24.341768884707363,7.950720834231651
4357,2005-06,101131,Jason Maxiell,1610612765,DET,17,71.32666666666667,34,10,1,1,3,4,0,0.3456666666666666,0.11372413793103449,-0.019666666666666662,11.038616546210417,0.0550029464035215
4358,2005-06,2202,Jason Richardson,1610612744,GSW,48,1852.0533333333333,1092,292,129,64,27,98,105,0.5028947368421053,0.2370952380952381,0.1161578947368421,23.381931401256686,7.527171657986366
4359,2005-06,1891,Jason Terry,1610612742,DAL,50,1698.8583333333331,821,92,194,67,17,88,108,0.5893703703703704,0.21225925925925926,0.11496296296296296,22.2828316671918,7.877098905292367
4360,2005-06,1715,Jason Williams,1610612748,MIA,38,1230.371666666667,485,92,189,36,4,68,71,0.5620833333333334,0.17645833333333336,0.1055,18.59802137184796,4.117277458194678
4361,2005-06,1902,Jeff Foster,1610612754,IND,33,758.8483333333334,188,262,20,17,11,26,0,0.5191818181818182,0.08983333333333333,0.10872727272727273,18.184790560616317,2.2788752430217403
4362,2005-06,976,Jeff McInnis,1610612751,NJN,28,486.025,149,50,52,11,2,29,3,0.47854545454545455,0.13685714285714284,0.08063636363636363,11.601614632447646,0.5619805879637584
4363,2005-06,1983,Jermaine Jackson,1610612749,MIL,21,158.48333333333332,29,21,17,4,0,11,1,0.432125,0.0633076923076923,0.04025,9.649275930077872,0.1937467441776081
4364,2005-06,979,Jermaine O'Neal,1610612754,IND,35,1250.25,730,343,80,19,76,95,3,0.5345384615384615,0.2464,0.17423076923076924,25.825826058771643,4.4437715879961965
4365,2005-06,1744,Jerome James,1610612752,NYK,27,240.72166666666664,73,62,7,1,14,25,0,0.2300625,0.14490476190476193,-0.3119375,6.854649882694046,-0.0685078939104225
4366,2005-06,711,Jerry Stackhouse,1610612742,DAL,26,628.9716666666667,334,66,71,22,6,52,23,0.5380714285714285,0.251,0.11392857142857142,22.85514108768047,2.5806635601771264
4367,2005-06,754,Jim Jackson,1610612747,LAL,27,420.4,99,64,31,10,6,30,14,0.29013333333333335,0.07715151515151517,0.003999999999999999,4.537786618509751,-0.3381377314690609
4368,2005-06,2412,Jiri Welsch,1610612749,MIL,46,778.3466666666667,228,95,57,32,1,36,14,0.5465416666666666,0.1438076923076923,0.11508333333333333,12.938324463597578,1.284731683224673
4369,2005-06,2207,Joe Johnson,1610612737,ATL,50,1989.4066666666668,982,204,304,64,19,163,67,0.5542916666666667,0.24304166666666668,0.13429166666666667,22.0296302186272,8.478871888722827
4370,2005-06,693,Joe Smith,1610612749,MIL,15,322.25,132,96,14,7,7,23,0,0.5342727272727273,0.21281818181818182,0.1298181818181818,17.70825981949824,0.7380046590782121
4371,2005-06,2038,Joel Przybilla,1610612757,POR,44,1084.5433333333333,280,297,34,14,106,63,0,0.5645454545454546,0.147,0.09386363636363636,19.856104627352263,2.221961962808103
4372,2005-06,101121,Joey Graham,1610612761,TOR,51,944.6766666666666,315,146,35,17,5,62,20,0.6331290322580645,0.17846875,0.04361290322580645,11.825164434927013,1.7978314082248106
4373,2005-06,101130,Johan Petro,1610612760,SEA,41,645.8366666666667,154,144,7,9,25,32,0,0.44784615384615384,0.1289655172413793,-0.026692307692307696,9.84545300787689,0.8225474238781723
4374,2005-06,2823,John Edwards,1610612737,ATL,26,225.54833333333332,52,35,4,3,9,7,0,0.22273333333333334,0.06104166666666667,-0.050133333333333335,7.772345657941132,0.265879432897159
4375,2005-06,101249,John Lucas III,1610612745,HOU,13,106.64166666666668,30,5,12,5,0,7,2,0.271,0.16499999999999998,-0.0845,9.735598638539638,
4376,2005-06,2422,John Salmons,1610612755,PHI,52,1300.0916666666667,416,142,130,42,9,75,17,0.43909677419354837,0.1547741935483871,0.053,14.449649223781613,2.5915125544554694
4377,2005-06,1519,John Thomas,1610612751,NJN,14,91.36666666666666,13,10,2,2,1,6,0,0.2823333333333333,0.0733,-0.3401666666666667,3.79492623502307,0.006711045147842
4378,2005-06,1519,John Thomas,1610612751,NJN,14,91.36666666666666,13,10,2,2,1,6,0,0.3333333333333333,0.0295,-0.3376666666666667,3.79492623502307,0.006711045147842
4379,2005-06,468,Jon Barry,1610612745,HOU,19,337.62166666666667,86,31,26,13,1,22,12,0.44933333333333336,0.04578260869565217,0.07633333333333332,10.85563593170979,0.3992288646216086
4380,2005-06,1886,Jonathan Bender,1610612754,IND,2,20.683333333333334,10,4,2,0,1,0,0,1.0,0.022333333333333334,0.224,32.9723739963913,0.1480114265470987
4381,2005-06,101181,Jose Calderon,1610612761,TOR,48,1185.8033333333333,285,116,232,39,2,87,7,0.48992592592592593,0.13492592592592592,0.07803703703703703,14.812368574875071,2.3992851022184
4382,2005-06,2735,Josh Childress,1610612737,ATL,50,1419.9466666666667,459,257,84,61,25,64,17,0.6370416666666666,0.13616666666666666,0.11141666666666666,19.71908777548119,4.413293116814271
4383,2005-06,2668,Josh Davis,1610612756,PHX,6,16.89666666666667,6,4,1,2,0,1,0,0.0,0.0,1.0,15.300215673990632,0.017584199757995
4384,2005-06,2668,Josh Davis,1610612756,PHX,6,16.89666666666667,6,4,1,2,0,1,0,0.08325,0.10724999999999998,0.062,15.300215673990632,0.017584199757995
4385,2005-06,2668,Josh Davis,1610612756,PHX,6,16.89666666666667,6,4,1,2,0,1,0,0.463,0.06675,0.227,15.300215673990632,0.017584199757995
4386,2005-06,2572,Josh Howard,1610612742,DAL,44,1500.4416666666666,708,295,90,53,21,60,20,0.5026363636363637,0.2118695652173913,0.10913636363636363,23.97490138704294,6.549088015146265
4387,2005-06,2694,Josh Powell,1610612742,DAL,15,97.08333333333331,27,17,2,2,2,5,0,0.4628888888888889,0.0621,-0.03188888888888888,11.679093770623956,0.1987824678977657
4388,2005-06,2746,Josh Smith,1610612737,ATL,48,1318.1233333333332,422,283,61,31,108,89,0,0.43234782608695654,0.17041666666666666,0.05947826086956522,16.53005102826675,1.8047811829659308
4389,2005-06,2413,Juan Dixon,1610612757,POR,50,1323.3366666666666,654,116,112,43,3,74,44,0.5418148148148147,0.22962962962962963,0.09444444444444444,19.532387929999345,4.5377957220819845
4390,2005-06,101125,Julius Hodge,1610612743,DEN,11,29.773333333333333,11,7,5,1,0,7,0,0.20900000000000002,0.13310526315789473,0.10842857142857144,3.268247120013054,-0.0858909334423506
4391,2005-06,1908,Jumaine Jones,1610612766,CHA,48,1190.42,432,228,37,41,16,41,60,0.4664,0.16519999999999999,0.0451,15.16333657665128,2.2578587537891446
4392,2005-06,2770,Justin Reed,1610612750,MIN,42,430.225,123,45,13,11,7,25,0,0.24066666666666667,0.10073684210526317,-0.08366666666666668,7.218557467251423,0.2955123224175818
4393,2005-06,2770,Justin Reed,1610612750,MIN,42,430.225,123,45,13,11,7,25,0,0.6533333333333333,0.12475,0.0805,7.218557467251423,0.2955123224175818
4394,2005-06,436,Juwan Howard,1610612745,HOU,51,1583.475,558,333,73,27,7,76,0,0.4774333333333333,0.17138709677419353,0.07680000000000001,15.178249585392363,3.15530904019728
4395,2005-06,2416,Kareem Rush,1610612766,CHA,32,843.485,353,75,38,26,8,54,43,0.30746666666666667,0.21059999999999998,-0.004133333333333332,10.389817186882128,0.4232546356744642
4396,2005-06,2586,Keith Bogans,1610612745,HOU,43,926.8666666666668,375,120,50,42,3,42,38,0.6073999999999999,0.1504,0.06459999999999999,16.993321132557185,2.3488412261809017
4397,2005-06,2586,Keith Bogans,1610612745,HOU,43,926.8666666666668,375,120,50,42,3,42,38,0.4566111111111111,0.18425,0.05461111111111112,16.993321132557185,2.3488412261809017
4398,2005-06,2693,Keith McLeod,1610612762,UTA,36,757.1916666666667,247,60,82,26,6,41,14,0.4319473684210527,0.14143478260869566,0.008052631578947369,12.817879838363153,1.4293976698713884
4399,2005-06,1496,Keith Van Horn,1610612742,DAL,44,950.42,427,175,35,29,11,65,45,0.5086,0.15307692307692308,0.0787,18.65461807039292,3.068016033806422
4400,2005-06,1509,Kelvin Cato,1610612765,DET,23,299.02,88,63,2,6,10,16,0,0.5508333333333334,0.15553846153846157,0.119,11.145670193178583,0.4417833628986562
4401,2005-06,2570,Kendrick Perkins,1610612738,BOS,48,871.5683333333334,218,274,39,12,65,65,0,0.44567999999999997,0.10878571428571428,0.06476,16.5130107863176,1.4949334001380272
4402,2005-06,1903,Kenny Thomas,1610612758,SAC,53,1389.1266666666668,488,361,97,38,19,89,0,0.5303636363636364,0.1825,0.11827272727272727,17.822808079876065,3.200293075756595
4403,2005-06,2030,Kenyon Martin,1610612743,DEN,41,1185.9616666666666,567,273,58,33,46,59,1,0.54305,0.19934782608695653,0.12669999999999998,21.41957490053508,3.3714049518032105
4404,2005-06,101207,Kevin Burleson,1610612766,CHA,26,248.605,43,19,36,20,0,16,6,0.22758333333333333,0.09336842105263159,-0.2604166666666667,4.928135338943143,-0.1995347400574984
4405,2005-06,708,Kevin Garnett,1610612750,MIN,52,2038.2783333333332,1128,622,229,62,70,116,7,0.5910645161290323,0.2501935483870968,0.2200967741935484,32.9486574701593,12.105347032331927
4406,2005-06,2755,Kevin Martin,1610612758,SAC,48,1252.0183333333334,507,177,61,38,7,57,41,0.5967619047619047,0.16040909090909092,0.08985714285714286,19.0729578890134,4.469426006224989
4407,2005-06,1563,Kevin Ollie,1610612755,PHI,50,609.2933333333333,103,65,51,13,2,20,1,0.31306666666666666,0.11538709677419355,0.10446666666666667,7.328685116073373,0.4156584586191347
4408,2005-06,2039,Keyon Dooling,1610612753,ORL,20,423.925,179,39,39,17,0,39,4,0.4445,0.21841666666666668,0.0668,12.53996997696907,0.4275893630760093
4409,2005-06,2550,Kirk Hinrich,1610612741,CHI,51,1839.49,746,175,324,60,11,118,80,0.47948,0.20372,0.09204000000000001,18.199090572044938,6.10722001467406
4410,2005-06,2745,Kirk Snyder,1610612740,NOK,41,823.4983333333333,338,106,67,17,13,42,29,0.47865,0.15223076923076923,0.10234999999999998,19.054416073582264,2.5633074294166933
4411,2005-06,977,Kobe Bryant,1610612747,LAL,50,2036.5116666666668,1751,269,222,85,22,156,104,0.5580344827586207,0.349258064516129,0.1794137931034483,34.9897091956991,15.446728742711748
4412,2005-06,2743,Kris Humphries,1610612762,UTA,43,484.355,155,128,25,17,14,22,0,0.3509047619047619,0.13570370370370372,0.03133333333333333,14.266042572352497,0.5528769207128174
4413,2005-06,703,Kurt Thomas,1610612756,PHX,52,1383.9816666666666,449,402,56,23,51,55,0,0.4904375,0.1526969696969697,0.08499999999999999,16.129419585069645,3.033548708810005
4414,2005-06,2198,Kwame Brown,1610612747,LAL,42,1089.7416666666666,256,250,36,15,28,64,0,0.52684,0.13879999999999998,0.04484,11.382952502899704,1.254939419612889
4415,2005-06,2594,Kyle Korver,1610612755,PHI,52,1654.025,572,182,119,37,18,74,111,0.5736129032258065,0.16680645161290322,0.07212903225806452,14.140058843424034,3.602618934973549
4416,2005-06,1885,Lamar Odom,1610612747,LAL,50,1960.655,696,461,267,46,44,137,43,0.538,0.17441935483870968,0.1306206896551724,20.156515741731766,6.235772989745662
4417,2005-06,441,Lamond Murray,1610612751,NJN,30,299.5783333333333,90,61,9,9,4,11,14,0.2936470588235294,0.11169230769230769,0.07629411764705882,11.700329908309218,0.3260427767610397
4418,2005-06,1919,Laron Profit,1610612747,LAL,25,278.75666666666666,104,43,15,11,5,24,3,0.45792307692307693,0.20585714285714288,-0.00284615384615385,15.08485933788886,0.436239198590198
4419,2005-06,1716,Larry Hughes,1610612739,CLE,28,1048.8083333333334,454,118,108,42,15,72,25,0.503375,0.2164375,0.0686875,17.97572330999383,2.621662712920954
4420,2005-06,101160,Lawrence Roberts,1610612763,MEM,24,147.02833333333334,35,34,3,6,2,5,0,0.24700000000000003,0.10942857142857143,0.02984615384615385,13.594241145508208,0.285538405110251
4421,2005-06,2544,LeBron James,1610612739,CLE,52,2195.7716666666665,1623,364,343,86,48,166,87,0.5606129032258065,0.3385161290322581,0.19270967741935485,35.56712354672886,17.016512790860755
4422,2005-06,2571,Leandro Barbosa,1610612756,PHX,28,723.795,356,68,69,15,2,37,37,0.5418499999999999,0.13566666666666669,0.08115,19.075204798289068,2.52560957541076
4423,2005-06,1924,Lee Nailon,1610612755,PHI,22,237.22833333333327,93,42,7,8,4,10,0,0.36308333333333337,0.1020625,0.08158333333333333,18.10211970283849,0.7187320197440445
4424,2005-06,101132,Linas Kleiza,1610612743,DEN,42,340.99333333333334,136,80,12,7,10,11,1,0.5104545454545455,0.12851724137931034,0.13954545454545453,17.232381927363388,1.0288619075111516
4425,2005-06,283,Lindsey Hunter,1610612765,DET,2,9.556666666666668,2,1,2,0,0,2,0,0.2536,0.12566666666666668,0.0872,-7.232045469448859,
4426,2005-06,2669,Linton Johnson,1610612740,NOK,9,35.47833333333333,11,7,2,2,0,4,0,0.28600000000000003,0.08460000000000001,-0.10825000000000001,6.346517925778497,-0.0489701416245594
4427,2005-06,2437,Lonny Baxter,1610612766,CHA,27,308.15,89,91,3,9,7,17,0,0.4461818181818181,0.06458333333333334,0.00390909090909091,14.369861982021432,0.5553607650566212
4428,2005-06,2437,Lonny Baxter,1610612766,CHA,27,308.15,89,91,3,9,7,17,0,1.0,0.06266666666666666,0.1,14.369861982021432,0.5553607650566212
4429,2005-06,2254,Loren Woods,1610612761,TOR,11,114.31666666666666,18,36,2,4,5,4,0,0.39740000000000003,0.024,0.0382,11.854084050979589,0.1145965522634679
4430,2005-06,953,Lorenzen Wright,1610612763,MEM,49,1160.885,251,260,33,31,28,44,0,0.4632727272727273,0.14993939393939396,0.06224242424242424,11.495677034131884,1.0506482978072298
4431,2005-06,101150,Lou Williams,1610612755,PHI,18,85.81833333333333,35,9,5,3,0,8,2,0.4124,0.0986,-0.07170000000000001,11.940556730915118,0.0898268008307353
4432,2005-06,2739,Luke Jackson,1610612739,CLE,35,306.1566666666667,91,37,25,11,2,31,11,0.28257894736842104,0.1336,0.10652631578947369,9.279351361557556,0.1265791204822667
4433,2005-06,2557,Luke Ridnour,1610612760,SEA,50,1713.6233333333332,580,151,336,83,13,105,26,0.47934375,0.1759375,0.09,19.11035279945468,5.947581107452503
4434,2005-06,2575,Luke Walton,1610612747,LAL,40,699.82,162,129,93,17,11,38,5,0.4661153846153846,0.126,0.09288461538461538,12.658417731070852,0.9987031860012614
4435,2005-06,2736,Luol Deng,1610612741,CHI,51,1588.6416666666669,671,298,91,43,31,65,18,0.496,0.19504000000000002,0.12368,19.71924801200022,4.434124174193893
4436,2005-06,101129,Luther Head,1610612745,HOU,51,1393.425,418,166,123,52,4,75,76,0.5076451612903226,0.16106451612903228,0.06838709677419355,12.342532275475763,1.8977036295308631
4437,2005-06,2573,Maciej Lampe,1610612745,HOU,2,15.5,0,4,2,0,0,1,0,0.0,0.024999999999999998,-0.013,-7.749932444850602,
4438,2005-06,2573,Maciej Lampe,1610612745,HOU,2,15.5,0,4,2,0,0,1,0,,0.0,,-7.749932444850602,
4439,2005-06,2124,Malik Allen,1610612741,CHI,27,222.4283333333333,83,42,4,0,4,11,0,0.323,0.08529166666666667,0.011928571428571427,11.824220165999703,0.3305512453965601
4440,2005-06,990,Malik Rose,1610612752,NYK,44,581.1733333333333,159,122,28,25,10,32,1,0.44299999999999995,0.14739285714285713,0.08064,12.445213152314713,0.7647736121242271
4441,2005-06,1938,Manu Ginobili,1610612759,SAS,39,1097.72,616,143,133,64,16,77,45,0.5382380952380953,0.2445238095238095,0.14814285714285716,28.863747427876017,5.664324877546344
4442,2005-06,1531,Marc Jackson,1610612740,NOK,36,431.73,168,89,22,5,6,28,0,0.4620625,0.11007142857142857,0.07525,14.12792369010319,0.8646411165171577
4443,2005-06,2556,Marcus Banks,1610612750,MIN,28,531.4333333333333,213,40,65,16,4,44,11,0.4363076923076923,0.17014285714285715,0.05292307692307693,15.2402889576682,1.2262038558654933
4444,2005-06,2556,Marcus Banks,1610612750,MIN,28,531.4333333333333,213,40,65,16,4,44,11,0.5221428571428571,0.193,0.07128571428571429,15.2402889576682,1.2262038558654933
4445,2005-06,948,Marcus Camby,1610612743,DEN,33,1082.5983333333334,488,395,48,50,99,63,1,0.51565,0.18404545454545457,0.16135,26.141739832861944,2.6414548921359327
4446,2005-06,2435,Mario Kasun,1610612753,ORL,23,186.06833333333333,66,53,3,1,2,13,0,0.282,0.06011999999999999,-0.09140000000000001,9.32447291788276,0.3040820447051547
4447,2005-06,1548,Mark Blount,1610612750,MIN,51,1359.32,580,221,71,23,50,140,0,0.5368181818181819,0.2322727272727273,0.05918181818181818,15.78288706820819,2.134104384282826
4448,2005-06,1548,Mark Blount,1610612750,MIN,51,1359.32,580,221,71,23,50,140,0,0.498,0.161375,0.039,15.78288706820819,2.134104384282826
4449,2005-06,2058,Mark Madsen,1610612750,MIN,44,530.3366666666667,59,119,8,22,15,20,0,0.41872413793103447,0.060774193548387104,0.38468965517241377,9.03606338939128,0.4122093521491034
