,Unnamed: 0,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,TS_PCT,USG_PCT,PIE,PER,WS,AS
11933,11933,2023,1630188,Jalen Smith,1610612754,IND,51,928.1633333333332,463,285,48,17,39,57,41,0.5171363636363636,0.1995454545454545,0.0823181818181818,17.476834256910838,2.0976146216702576,0.0
11934,11934,2023,1630591,Jalen Suggs,1610612753,ORL,34,780.8816666666667,321,91,117,44,16,65,39,0.3625,0.2095,0.0445,14.508182885541457,1.0964256365287743,0.0
11935,11935,2023,1631114,Jalen Williams,1610612760,OKC,53,1539.29,646,219,153,66,29,83,46,0.6177272727272727,0.1860909090909091,0.0594545454545454,15.32704580648445,3.2236165253454394,0.0
11936,11936,2023,1631288,Jamal Cain,1610612748,MIA,13,180.85666666666663,64,38,8,8,0,4,2,0.545,0.0538571428571428,0.1036666666666666,15.89230930244058,0.4474374353221205,0.0
11937,11937,2023,1627750,Jamal Murray,1610612743,DEN,45,1463.6466666666668,910,186,261,43,9,94,108,0.51545,0.2553999999999999,0.107,21.133794749707604,5.75794550433942,0.0
11938,11938,2023,1630547,James Bouknight,1610612766,CHA,26,353.68333333333334,111,51,28,13,4,19,16,0.4087777777777777,0.0915624999999999,0.037,6.32484468311534,-0.1406919404459478,0.0
11939,11939,2023,201935,James Harden,1610612755,PHI,41,1493.5383333333334,878,253,444,49,24,139,115,0.5967,0.2667,0.1599999999999999,25.471763050759925,7.552496405600292,0.0
11940,11940,2023,201949,James Johnson,1610612754,IND,12,97.785,26,16,7,4,5,5,3,0.2332,0.0469047619047619,-0.0866,6.282675845048444,0.0052888034631772,0.0
11941,11941,2023,1630164,James Wiseman,1610612765,DET,22,285.645,156,78,14,3,7,14,1,0.5868461538461538,0.1848,0.0851538461538461,20.600836114970367,1.0185402850716594,0.0
11943,11943,2023,1629020,Jarred Vanderbilt,1610612747,LAL,55,1320.9783333333332,456,427,151,57,16,70,19,0.7196666666666667,0.1372,0.133,18.86855257696096,3.6431488073587857,0.0
11944,11944,2023,1628386,Jarrett Allen,1610612739,CLE,54,1797.595,794,532,91,43,66,81,1,0.6469333333333334,0.14275,0.1358666666666666,22.77234443178935,6.461594489826851,0.0
11945,11945,2023,1629633,Jarrett Culver,1610612737,ATL,10,136.875,44,38,6,6,2,7,1,0.3576666666666666,0.0967894736842105,-0.0124444444444444,10.917375976176942,0.0602657751914034,0.0
11946,11946,2023,1630554,Jason Preston,1610612746,LAC,13,122.085,41,22,27,2,0,10,5,0.1666666666666666,0.08675,-0.0569999999999999,11.915096184395642,0.1222299872480852,0.0
11947,11947,2023,1629750,Javonte Green,1610612741,CHI,28,449.25666666666666,164,82,23,22,20,20,13,0.6576111111111111,0.1272777777777777,0.0778888888888888,17.456003306529617,1.1192807477812254,0.0
11948,11948,2023,1629637,Jaxson Hayes,1610612740,NOP,33,438.41333333333336,164,97,24,13,11,20,3,0.4265555555555556,0.0547368421052631,0.0401111111111111,15.33922536945563,0.9825783583252188,0.0
11950,11950,2023,1629669,Jaylen Nowell,1610612750,MIN,61,1200.5216666666668,674,163,124,39,4,61,66,0.515375,0.2570625,0.0691875,15.573889027585702,2.655065172500091,0.0
11951,11951,2023,1631119,Jaylin Williams,1610612760,OKC,25,393.39,132,114,35,10,4,16,18,0.208,0.0395454545454545,0.0373333333333333,13.799068122619554,0.7823977354113396,0.0
11953,11953,2023,1630288,Jeff Dowtin Jr.,1610612761,TOR,15,102.485,28,14,12,3,1,3,1,0.4564,0.07875,0.0688,12.81861050445747,0.1860354712052463,0.0
