,Unnamed: 0,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,TS_PCT,USG_PCT,PIE,PER,WS,AS
0,0,1997,920,A.C. Green,1610612742,DAL,45,1027.57,253,267,35,25,3,31,1,0.4973846153846154,0.1198846153846153,0.0969999999999999,13.987283466851698,1.9012092849062123,0.0
1,1,1997,243,Aaron McKie,1610612765,DET,47,886.2383333333333,208,107,96,40,17,51,24,0.4124166666666666,0.1235833333333333,0.1025416666666666,13.323805341708308,1.4959074493425133,0.0
2,2,1997,1425,Aaron Williams,1610612763,VAN,4,38.85666666666667,18,16,1,1,5,5,0,0.39575,0.1175714285714285,0.1475,25.12317854310291,0.0886429896545797,0.0
3,3,1997,768,Acie Earl,1610612749,MIL,36,447.5583333333333,154,83,18,12,25,33,0,0.26185,0.1104545454545454,0.0055499999999999,12.554787376192522,0.3923169809750872,0.0
4,4,1997,228,Adam Keefe,1610612762,UTA,43,629.9416666666667,153,155,26,22,8,31,0,0.4215,0.0893666666666666,0.067875,14.151856214236066,1.3595616748035515,0.0
5,5,1997,154,Adrian Caldwell,1610612755,PHI,29,394.9683333333333,70,116,8,13,4,20,0,0.1757272727272727,0.0532941176470588,-0.1015454545454545,9.399307476010817,0.2489457754174805,0.0
6,6,1997,1059,Aleksandar Djordjevic,1610612757,POR,8,62.205,25,5,5,0,0,5,5,0.577,0.105875,0.1126,15.60211141881022,0.2245056254880769,0.0
7,7,1997,275,Allan Houston,1610612752,NYK,48,1586.805,707,141,98,25,13,103,87,0.5253333333333333,0.226074074074074,0.078,13.295818078468178,3.997106490626463,0.0
8,8,1997,947,Allen Iverson,1610612755,PHI,41,1601.6,941,174,291,93,16,194,83,0.4681875,0.241,0.0876875,22.284106312062,6.578004154770923,0.0
10,10,1997,175,Alton Lister,1610612738,BOS,18,205.335,29,67,6,3,6,13,0,0.3815789473684211,0.0884545454545454,0.0153684210526315,7.10003381171635,0.0126510185170672,0.0
11,11,1997,1043,Amal McCaskill,1610612753,ORL,11,81.05166666666666,19,17,5,3,2,10,0,0.0635,0.0718888888888888,0.071,5.109991957588246,-0.1541114022573148,0.0
12,12,1997,692,Andrew DeClercq,1610612744,GSW,35,428.4266666666667,104,121,13,15,13,27,0,0.444695652173913,0.1135185185185185,-0.0030869565217391,10.245998244817429,0.5378347537034429,0.0
13,13,1997,457,Andrew Lang,1610612749,MIL,40,993.755,227,224,15,22,39,35,0,0.4322,0.09752,0.0576999999999999,13.04260407767654,1.6374407583842074,0.0
15,15,1997,924,Anthony Goldwire,1610612743,DEN,33,579.7,190,38,94,19,1,41,36,0.5199411764705882,0.1355217391304347,0.0584705882352941,13.943785777164516,1.4426617273266231,0.0
16,16,1997,193,Anthony Mason,1610612766,CHH,46,1998.24,752,498,240,43,20,104,0,0.57676,0.1737692307692307,0.1536,21.83578301274591,8.499810449291608,0.0
17,17,1997,292,Anthony Miller,1610612737,ATL,1,13.7,0,7,0,0,0,0,0,0.0,0.0735,-0.043,-5.674656321625557,,0.0
18,18,1997,324,Anthony Peeler,1610612763,VAN,49,1584.6766666666667,736,185,181,70,13,110,88,0.4054090909090909,0.21252,0.0378181818181818,17.85911958747829,4.007505405301403,0.0
19,19,1997,156,Antoine Carr,1610612762,UTA,47,891.4216666666666,330,126,40,13,36,43,0,0.4424375,0.19453125,0.047375,12.470760435773697,1.7238410272436466,0.0
20,20,1997,952,Antoine Walker,1610612738,BOS,46,1478.28,677,385,108,54,28,131,11,0.4849090909090909,0.2353636363636363,0.0884242424242424,17.61216321378674,2.9556527509493846,0.0
21,21,1997,213,Antonio Davis,1610612754,IND,46,1317.885,514,364,33,22,54,84,1,0.5396538461538462,0.1891923076923077,0.0836538461538461,18.099420263745785,3.2589977504227354,0.0
22,22,1997,176,Antonio Harvey,1610612760,SEA,6,26.53333333333333,15,10,1,0,4,1,0,0.568,0.03525,0.127,28.258884891734667,0.1446671751723359,0.0
23,23,1997,226,Antonio Lang,1610612739,CLE,41,530.0566666666666,114,70,22,22,21,35,0,0.3726190476190476,0.1251739130434782,0.0785238095238095,9.812826184196922,0.2733963674724218,0.0
24,24,1997,686,Antonio McDyess,1610612743,DEN,40,1261.5333333333333,659,274,50,29,67,103,2,0.47172,0.2241333333333333,0.08248,17.92808968834259,2.647531163826361,0.0
25,25,1997,288,Armen Gilliam,1610612749,MIL,47,1166.006666666667,396,309,27,32,17,74,0,0.5673548387096774,0.1693870967741935,0.115258064516129,16.148806029235423,2.6687045518955186,0.0
26,26,1997,717,Arvydas Sabonis,1610612757,POR,41,1090.2033333333334,572,333,88,32,55,88,32,0.5787391304347826,0.2331304347826087,0.1623043478260869,27.33721421188203,5.238087005346773,0.0
27,27,1997,732,Ashraf Amaya,1610612764,WAS,16,38.28666666666667,17,15,1,0,0,3,0,0.3004,0.0497407407407407,-0.1182,12.136322786850126,0.0364575190369871,0.0
28,28,1997,422,Avery Johnson,1610612759,SAS,45,1593.6683333333333,490,78,324,65,10,99,5,0.4895428571428571,0.1795428571428571,0.0984,17.21599416719281,5.015177842092402,0.0
29,29,1997,769,B.J. Armstrong,1610612744,GSW,46,955.5583333333332,365,69,123,24,1,51,23,0.4735,0.1563928571428571,0.0697307692307692,16.01502401299743,3.0085099517783127,0.0
30,30,1997,989,Ben Davis,1610612756,PHX,12,82.725,20,25,0,4,1,3,0,0.244,0.0307777777777777,0.022,11.01838969272022,0.0633600526682238,0.0
31,31,1997,1112,Ben Wallace,1610612764,WAS,22,133.81666666666666,22,38,2,7,8,12,0,0.1875,0.0863478260869565,-0.7651249999999999,7.838674175982281,-0.1631263097126154,0.0
32,32,1997,104,Benoit Benjamin,1610612761,TOR,4,43.16666666666666,13,9,1,1,0,2,0,0.4665,0.0786666666666666,0.0409999999999999,11.13940401569294,0.0734921441079072,0.0
33,33,1997,82,Bill Wennington,1610612741,CHI,47,677.89,226,110,36,10,10,31,0,0.5140869565217391,0.1312692307692307,0.0347826086956521,12.433511665730045,1.6587547042193889,0.0
34,34,1997,182,Billy Owens,1610612758,SAC,35,1121.5883333333334,387,227,108,32,15,80,13,0.53,0.1536666666666666,0.1037727272727272,16.254492424723097,2.361224363347958,0.0
35,35,1997,902,Bimbo Coles,1610612744,GSW,36,783.065,180,72,100,20,4,37,17,0.416391304347826,0.1334166666666666,0.0440434782608695,10.054095812406636,1.1639747745795217,0.0
36,36,1997,898,Blue Edwards,1610612763,VAN,40,1046.5283333333334,365,133,87,28,12,59,17,0.44835,0.2021,0.0417499999999999,13.622315105198572,1.9802413018813847,0.0
37,37,1997,448,Bo Outlaw,1610612746,LAC,44,1047.0933333333332,317,222,54,47,70,47,0,0.6068461538461538,0.1313076923076923,0.1184230769230769,20.81830635969809,3.013848199829676,0.0
38,38,1997,682,Bob Sura,1610612739,CLE,47,1158.0233333333333,405,166,205,49,14,91,31,0.4512173913043478,0.2158695652173912,0.0550869565217391,18.82555101266368,3.3487133108277427,0.0
39,39,1997,310,Bobby Hurley,1610612758,SAC,29,305.84,66,18,58,8,2,27,8,0.4671,0.0783571428571428,0.04555,8.75997675183883,0.2477031570957406,0.0
40,40,1997,184,Bobby Phills,1610612739,CLE,43,1500.1083333333331,530,157,169,73,19,93,59,0.532,0.2007826086956521,0.1108260869565217,16.943729648004897,3.7800562792030887,0.0
41,41,1997,38,Brad Lohaus,1610612761,TOR,6,44.67166666666667,10,7,1,1,0,1,2,0.4375,0.093,0.0277499999999999,3.05617943693684,,0.0
42,42,1997,699,Brent Barry,1610612746,LAC,25,457.14166666666665,190,50,50,22,6,33,26,0.4296315789473684,0.1961,0.0703157894736842,18.82054269444225,1.3969766071466077,0.0
43,43,1997,85,Brent Price,1610612745,HOU,17,192.2383333333333,45,14,26,5,0,16,5,0.5251333333333333,0.1473529411764705,0.0425333333333333,7.2088450656500545,0.1249003947682658,0.0
44,44,1997,1064,Brent Scott,1610612754,IND,3,25.17833333333333,8,3,0,0,0,1,0,0.27875,0.067625,-0.09075,6.033570743022027,0.0577740149945727,0.0
45,45,1997,1136,Brett Szabo,1610612738,BOS,34,162.11,40,42,4,3,8,9,0,0.2947916666666667,0.0769696969696969,-0.1088333333333333,10.915995170459048,0.2182813862612708,0.0
46,46,1997,967,Brian Evans,1610612753,ORL,4,12.566666666666666,7,3,3,0,0,2,1,0.2223333333333333,0.0877142857142857,0.009,18.66480510480537,,0.0
47,47,1997,258,Brian Grant,1610612758,SAC,5,157.45,64,40,4,6,8,10,0,0.3766666666666666,0.17475,0.0546666666666666,18.36544720956073,0.3172007111759463,0.0
48,48,1997,216,Brian Shaw,1610612753,ORL,44,1181.5716666666667,313,128,207,35,15,111,39,0.43945,0.1851499999999999,0.0645,10.843221699355418,1.4555024423706922,0.0
49,49,1997,240,Brooks Thompson,1610612743,DEN,35,457.9433333333333,217,33,81,23,0,34,43,0.30716,0.1898148148148148,0.0046,19.070780141199368,1.683703074991901,0.0
50,50,1997,735,Bryant Reeves,1610612763,VAN,46,1645.7783333333334,653,365,93,21,42,106,1,0.4859166666666667,0.2072,0.08125,15.680841084668588,3.145389895795886,0.0
51,51,1997,179,Bryant Stith,1610612743,DEN,38,1276.3283333333334,559,160,96,50,11,60,50,0.5160416666666666,0.1670666666666666,0.0912083333333333,18.87217679891551,4.624939482810304,0.0
52,52,1997,935,Bryon Russell,1610612762,UTA,46,1476.955,475,207,72,66,17,61,60,0.62890625,0.13896875,0.091375,14.89425740167749,3.5457617717972214,0.0
53,53,1997,433,Buck Williams,1610612752,NYK,45,955.2066666666668,306,266,31,33,27,56,0,0.6202,0.1387777777777777,0.0984799999999999,18.331468115511207,2.7147742001495185,0.0
54,54,1997,2,Byron Scott,1610612747,LAL,45,870.7666666666667,300,71,65,20,8,34,43,0.5319285714285714,0.1293666666666666,0.0735714285714285,15.297652149777928,2.6363394743812263,0.0
55,55,1997,384,Calbert Cheaney,1610612764,WAS,44,1235.18,418,129,49,41,7,52,2,0.5128,0.1606666666666666,0.0645599999999999,12.881564335044072,2.3361864663254748,0.0
56,56,1997,61,Carl Herrera,1610612759,SAS,41,810.245,220,148,17,39,25,38,2,0.4246666666666666,0.1588857142857143,0.0455757575757575,11.68025959035369,0.596092807732752,0.0
57,57,1997,1063,Carl Thomas,1610612739,CLE,17,72.035,21,12,7,2,1,6,2,0.2166,0.0584666666666666,0.0046,10.97874524139677,0.040575800077248,0.0
58,58,1997,435,Carlos Rogers,1610612761,TOR,30,808.4366666666666,315,174,20,25,43,32,17,0.5452608695652174,0.1238709677419354,-0.072391304347826,21.160340022335465,2.9710742309844296,0.0
59,59,1997,76,Cedric Ceballos,1610612756,PHX,21,724.9466666666667,325,151,34,15,11,49,12,0.5181333333333333,0.2632,0.1008,16.22898633253319,1.5201173208942966,0.0
61,61,1997,279,Charles Jones,1610612745,HOU,7,40.26833333333333,2,5,1,0,3,0,0,0.25,0.0083076923076923,-0.01825,6.336059654279118,,0.0
62,62,1997,891,Charles Oakley,1610612752,NYK,46,1610.1733333333334,471,441,121,64,11,99,2,0.5839615384615384,0.153074074074074,0.1260769230769231,16.904751725237258,3.994911084651037,0.0
63,63,1997,293,Charles Smith,1610612759,SAS,4,91.21,32,21,5,1,5,9,0,0.5133333333333333,0.0411875,0.4523333333333333,15.058985933005744,0.1834979249160785,0.0
64,64,1997,369,Charlie Ward,1610612752,NYK,46,1090.4616666666666,272,144,221,54,14,86,31,0.5441153846153847,0.138037037037037,0.1129230769230769,16.074676634037992,2.5555817017709623,0.0
65,65,1997,685,Cherokee Parks,1610612750,MIN,46,636.21,155,125,22,33,25,21,0,0.4103823529411765,0.0965428571428571,0.0338235294117647,15.696621423573385,1.3896671724230727,0.0
66,66,1997,713,Chris Carr,1610612750,MIN,41,600.6816666666666,227,80,37,17,8,26,21,0.4757741935483871,0.1461142857142857,-0.0071290322580645,15.458566806245244,1.645311874180443,0.0
67,67,1997,164,Chris Childs,1610612752,NYK,36,1101.165,373,109,213,39,4,101,45,0.5204545454545454,0.1623478260869565,0.1096818181818182,15.747085732905497,3.0751624535561723,0.0
68,68,1997,201,Chris Dudley,1610612757,POR,48,1144.99,185,353,24,21,67,60,0,0.43428,0.0962692307692307,0.0404,11.188387992454212,0.7005641173545323,0.0
70,70,1997,1137,Chris Jent,1610612752,NYK,3,9.338333333333331,6,1,1,0,0,0,2,0.375,0.074,0.047,21.438036477240345,,0.0
71,71,1997,168,Chris Mills,1610612739,CLE,46,1759.6333333333334,598,292,96,48,26,73,46,0.554391304347826,0.1668695652173913,0.1134347826086956,17.256851984763323,4.880923134535266,0.0
72,72,1997,356,Chris Morris,1610612762,UTA,41,539.6183333333333,187,91,21,14,12,26,15,0.4814,0.17109375,0.0655333333333333,11.540446972888674,0.7458738055270093,0.0
73,73,1997,904,Chris Mullin,1610612744,GSW,45,1599.18,649,190,199,84,22,106,52,0.5919666666666666,0.1565333333333333,0.1332333333333333,21.631396587050503,6.541531230156391,0.0
74,74,1997,997,Chris Robinson,1610612763,VAN,18,239.57333333333327,52,27,15,11,2,13,10,0.2864444444444445,0.0964999999999999,0.0114444444444444,6.657940844799922,0.0333928507227061,0.0
76,76,1997,43,Chris Whitney,1610612764,WAS,47,705.1383333333333,278,60,106,33,3,37,37,0.6042222222222222,0.1663333333333333,0.1281851851851851,19.58347986946092,2.6465477329522624,0.0
78,78,1997,359,Chucky Brown,1610612749,MIL,38,349.7333333333333,94,66,11,3,14,5,0,0.3041153846153846,0.0926666666666666,-0.0816153846153846,13.888471442683562,0.8726192593052986,0.0
79,79,1997,221,Clar. Weatherspoon,1610612755,PHI,46,1644.885,559,395,71,37,34,87,1,0.5086315789473684,0.1440526315789473,0.0889473684210526,17.928125693394648,4.590389187607952,0.0
80,80,1997,361,Clifford Robinson,1610612757,POR,47,1814.39,740,176,155,50,41,114,66,0.49076,0.19692,0.07092,16.105150106006853,5.700897292058444,0.0
81,81,1997,32,Clifford Rozier,1610612761,TOR,8,145.765,29,40,6,3,18,3,0,0.4718181818181817,0.0780555555555555,0.2714545454545454,17.71688627790297,0.2939863407511415,0.0
83,83,1997,916,Corie Blount,1610612747,LAL,30,392.175,69,86,14,6,13,20,0,0.3643529411764706,0.0897142857142857,0.043,9.480520009267366,0.4004609326715623,0.0
84,84,1997,722,Corliss Williamson,1610612758,SAC,46,1227.7716666666668,527,195,82,38,24,95,0,0.5023214285714286,0.2104666666666666,0.0753928571428571,16.381440744590563,2.934508921580449,0.0
85,85,1997,724,Cory Alexander,1610612759,SAS,43,481.2583333333333,192,48,72,32,5,60,27,0.4395757575757575,0.2026,0.041060606060606,16.192744086414713,0.7529680820251202,0.0
86,86,1997,378,Craig Ehlo,1610612760,SEA,40,657.0966666666667,167,83,51,27,3,34,22,0.3822272727272727,0.1274230769230769,0.0181818181818181,9.830106652774058,0.591790551074327,0.0
87,87,1997,905,Dale Davis,1610612754,IND,44,1442.005,443,438,38,37,49,66,0,0.5160769230769231,0.1493461538461538,0.1105384615384615,17.988403846773718,3.154104139119276,0.0
88,88,1997,107,Dale Ellis,1610612743,DEN,48,1784.54,877,180,80,37,3,94,114,0.5093666666666666,0.228,0.0755,16.647628648800307,5.732946629268188,0.0
89,89,1997,757,Damon Stoudamire,1610612761,TOR,45,1812.723333333333,899,180,380,73,8,163,107,0.502125,0.244030303030303,0.1375625,21.413162916399223,9.198556003756073,0.0
90,90,1997,105,Dan Majerle,1610612748,MIA,26,1057.4283333333333,331,133,96,43,10,43,58,0.5157857142857143,0.15,0.1078571428571428,15.756431898279374,2.779662271758387,0.0
91,91,1997,7,Dan Schayes,1610612753,ORL,24,245.9233333333333,48,47,5,2,7,10,0,0.1135999999999999,0.0334,0.0351,7.013823230467917,0.2102101180316339,0.0
92,92,1997,344,Dana Barros,1610612738,BOS,24,706.725,300,48,81,26,6,39,43,0.5980833333333333,0.0990434782608695,0.1088333333333333,17.324896588943023,2.116496611182601,0.0
93,93,1997,198,Danny Ferry,1610612739,CLE,47,1373.945,444,187,88,35,18,58,65,0.558608695652174,0.1793043478260869,0.0812608695652173,14.196180497433105,3.0972533044597395,0.0
94,94,1997,330,Danny Manning,1610612756,PHX,46,1309.7183333333332,632,307,105,46,43,104,1,0.5348333333333334,0.21012,0.0986666666666666,21.86374588196151,4.337750298397949,0.0
95,95,1997,353,Darrell Armstrong,1610612753,ORL,40,709.38,285,50,124,36,6,79,42,0.5509999999999999,0.18895,0.2163749999999999,16.775520392155645,1.9903463326110904,0.0
96,96,1997,239,Darrick Martin,1610612746,LAC,44,884.9633333333334,454,54,167,28,0,65,39,0.5436923076923077,0.2535,0.1124230769230769,23.151544410799165,4.522211080449628,0.0
97,97,1997,241,Darrin Hancock,1610612737,ATL,12,58.873333333333335,8,7,5,2,0,4,0,0.1705714285714285,0.0881538461538461,-0.1222857142857143,4.125090544768334,-0.0097774867880804,0.0
98,98,1997,1032,Darvin Ham,1610612754,IND,33,297.51,74,54,13,8,8,18,0,0.5015333333333333,0.1041785714285714,-0.0991333333333333,10.742550135215588,0.4640015747292292,0.0
99,99,1997,764,David Robinson,1610612759,SAS,6,146.89666666666668,106,51,8,6,6,8,0,0.5232,0.2783333333333333,0.1706,38.31355019338889,1.0348499719678412,0.0
100,100,1997,710,David Vaughn,1610612753,ORL,28,279.9816666666667,75,91,7,8,13,27,0,0.4691428571428572,0.1475,0.0447857142857142,13.02610990020293,0.1897275974775481,0.0
101,101,1997,133,David Wesley,1610612738,BOS,38,1579.6,635,146,293,85,10,113,49,0.5158571428571429,0.1492424242424242,0.1071785714285714,20.56912255734176,6.26744734163826,0.0
102,102,1997,766,David Wingate,1610612760,SEA,37,416.955,98,39,28,18,3,15,8,0.4654375,0.0942399999999999,-0.1114375,9.43148486009252,0.542381215309966,0.0
103,103,1997,116,David Wood,1610612749,MIL,28,171.99666666666667,35,18,9,5,5,3,5,0.1886470588235294,0.0355806451612903,0.0144117647058823,12.155549102472392,0.4312340414141524,0.0
104,104,1997,1051,Dean Garrett,1610612750,MIN,34,652.6683333333333,166,214,12,21,39,15,0,0.544875,0.0774,0.1175833333333333,19.46031204343853,1.802230027172346,0.0
105,105,1997,244,Dee Brown,1610612738,BOS,15,419.66,134,35,55,27,6,19,16,0.4638,0.0746086956521739,0.0664,14.853266690546628,0.7615346207844417,0.0
106,106,1997,209,Dell Curry,1610612766,CHH,47,1528.35,750,146,77,46,11,63,98,0.5522,0.210076923076923,0.09572,18.732548942762914,4.983578319618604,0.0
107,107,1997,725,Dell Demps,1610612753,ORL,2,9.261666666666668,2,0,0,1,0,0,0,0.129,0.0666666666666666,0.0,2.625676598297072,-0.0091275973147543,0.0
108,108,1997,23,Dennis Rodman,1610612741,CHI,35,1266.76,210,578,110,18,12,66,2,0.47475,0.0965384615384615,0.1242083333333333,17.45784363114013,2.8770686640460386,0.0
109,109,1997,192,Dennis Scott,1610612753,ORL,30,1053.878333333333,399,105,63,27,10,45,62,0.4615,0.1815714285714285,0.0769166666666666,13.209588189604352,2.372531051273138,0.0
110,110,1997,965,Derek Fisher,1610612747,LAL,46,515.1916666666667,176,47,62,25,2,48,12,0.4101999999999999,0.1660333333333333,0.0229666666666666,12.502945573165384,0.7742314404072349,0.0
111,111,1997,157,Derek Harper,1610612742,DAL,43,1201.3933333333334,426,73,183,48,6,74,41,0.4941304347826087,0.1713749999999999,0.0861739130434782,16.877154720270646,3.626800144588688,0.0
112,112,1997,400,Derek Strong,1610612753,ORL,44,1114.9233333333334,395,274,37,27,12,60,0,0.50335,0.1709999999999999,0.0979,16.15857125954782,2.66401007348008,0.0
113,113,1997,308,Derrick Alston,1610612737,ATL,2,10.6,0,4,0,0,0,0,0,0.0,0.139,-0.35,-11.479786980315655,-0.0775976965503549,0.0
114,114,1997,934,Derrick Coleman,1610612755,PHI,34,1253.9983333333332,604,307,122,27,49,121,23,0.5290588235294118,0.2400588235294118,0.1326470588235294,20.474969695972145,3.749221612918452,0.0
115,115,1997,365,Derrick McKey,1610612754,IND,45,1349.7766666666666,381,224,129,44,28,77,14,0.48565,0.1601904761904762,0.0712,13.752138932965016,2.474329125626509,0.0
117,117,1997,1070,Devin Gray,1610612759,SAS,6,49.33166666666666,18,14,2,4,0,5,0,0.3213333333333333,0.095,0.0319999999999999,6.239853247304977,-0.1087650441869862,0.0
118,118,1997,1121,Dexter Boney,1610612756,PHX,2,27.633333333333333,9,5,0,1,1,1,0,0.0,0.1,0.0,10.352612115978593,0.0123826315051576,0.0
119,119,1997,54,Dickey Simpkins,1610612741,CHI,27,195.92666666666668,33,41,14,3,2,18,0,0.3034,0.0970434782608695,0.001,3.7874506024234034,-0.1591819857926355,0.0
121,121,1997,129,Dino Radja,1610612738,BOS,25,873.6,349,211,48,23,48,70,0,0.452,0.1607894736842105,0.1066428571428571,15.541182576697048,0.9508164533845432,0.0
122,122,1997,1122,Dominique Wilkins,1610612759,SAS,35,1077.445,666,258,55,28,19,72,51,0.5086774193548387,0.2616857142857143,0.1185806451612903,27.09192351142283,5.440974941374667,0.0
123,123,1997,931,Don MacLean,1610612755,PHI,24,445.5233333333333,247,86,23,8,5,32,6,0.3924999999999999,0.1770833333333333,0.0286249999999999,18.046661116967325,1.2414541644838069,0.0
124,124,1997,690,Don Reid,1610612765,DET,28,269.6016666666667,76,52,8,9,12,18,0,0.34765,0.0818148148148148,-0.0617,11.772164855580378,0.4503972611918969,0.0
125,125,1997,140,Donald Royal,1610612766,CHH,33,495.3133333333333,136,84,13,11,8,25,0,0.5432380952380952,0.1184583333333333,0.0447619047619047,10.939625938965612,0.8857335507529203,0.0
126,126,1997,1126,Donald Whiteside,1610612761,TOR,27,260.595,59,12,36,11,0,17,12,0.3825294117647059,0.1214444444444444,0.158,9.356096895084493,0.352204540915436,0.0
127,127,1997,671,Donnie Boyce,1610612737,ATL,18,133.40833333333333,53,11,10,7,4,15,2,0.4008461538461538,0.1262333333333333,-0.0333076923076923,11.122132320443416,0.0395677362079233,0.0
128,128,1997,681,Donny Marshall,1610612739,CLE,30,276.2283333333333,96,30,13,7,1,15,19,0.3648571428571428,0.1162173913043478,0.0099285714285714,12.389390998330311,0.6040635420603676,0.0
129,129,1997,112,Dontonio Wingfield,1610612757,POR,31,436.94166666666666,159,110,36,13,5,39,21,0.4115384615384615,0.0985833333333333,-0.0137692307692307,15.116617694898077,1.0619727611603271,0.0
130,130,1997,923,Donyell Marshall,1610612744,GSW,32,392.85333333333335,148,109,22,10,20,22,15,0.3950952380952381,0.1819333333333333,0.0684285714285714,16.50570110494074,0.8255382062140031,0.0
131,131,1997,57,Doug Christie,1610612761,TOR,45,1684.0916666666667,641,267,174,84,24,123,74,0.55753125,0.1852424242424242,0.10684375,17.673483957541364,5.02921316150119,0.0
132,132,1997,77,Doug Overton,1610612755,PHI,36,352.165,106,35,57,11,0,17,4,0.3611428571428571,0.1163529411764705,0.2186428571428571,15.621613142283708,0.9753642166882178,0.0
133,133,1997,28,Doug West,1610612750,MIN,41,1225.868333333333,357,98,75,32,13,48,7,0.4607333333333334,0.1269142857142857,0.0269333333333333,10.4986106019015,1.995377470812759,0.0
134,134,1997,190,Duane Causwell,1610612758,SAC,41,557.02,103,122,18,15,37,33,1,0.4750454545454545,0.0864285714285714,0.3578181818181818,10.302449049652354,0.5311976887366189,0.0
135,135,1997,273,Duane Ferrell,1610612754,IND,32,508.00166666666667,233,71,27,16,2,28,13,0.5292105263157895,0.1766842105263158,0.0893157894736842,19.55797177908692,1.9012801188479995,0.0
136,136,1997,368,Dwayne Schintzius,1610612746,LAC,8,78.47333333333333,30,13,0,1,5,3,1,0.3002857142857142,0.1183636363636363,0.0135714285714285,15.05375423565411,0.214673078507215,0.0
137,137,1997,940,Earl Cureton,1610612761,TOR,9,45.10666666666667,7,9,4,0,0,1,0,0.145,0.0312,-0.0455999999999999,6.15444119578061,0.0621543884954195,0.0
138,138,1997,709,Ed O'Bannon,1610612742,DAL,43,614.14,181,108,28,23,10,14,17,0.37936,0.1310357142857142,0.00464,12.15121161798256,0.9835777849319368,0.0
139,139,1997,291,Ed Pinckney,1610612748,MIA,11,104.87666666666668,25,22,5,1,6,6,0,0.6291249999999999,0.0548823529411764,0.10725,14.702506589722926,0.2257346510374735,0.0
140,140,1997,698,Eddie Johnson,1610612745,HOU,25,279.12833333333333,142,38,16,5,1,16,8,0.4593846153846154,0.1535555555555555,0.0958461538461538,14.823557563633,0.6729806328722725,0.0
142,142,1997,922,Elden Campbell,1610612747,LAL,48,1517.465,576,381,70,32,61,72,0,0.5146333333333334,0.2073333333333333,0.0952666666666666,18.113419199299617,4.185582469631883,0.0
143,143,1997,695,Eldridge Recasner,1610612737,ATL,43,796.8333333333334,270,78,64,27,3,38,31,0.4871538461538461,0.1322333333333333,0.066576923076923,15.936488537417947,2.4410398299381524,0.0
144,144,1997,386,Elliot Perry,1610612749,MIL,47,911.4866666666668,329,64,138,53,1,56,24,0.5392258064516129,0.1822258064516129,0.2008064516129032,19.326037348240053,2.9673381941810986,0.0
145,145,1997,1120,Elmer Bennett,1610612743,DEN,9,75.23833333333333,22,4,11,4,0,10,3,0.3461999999999999,0.0715833333333333,0.0452,7.316357088235584,-0.0097571788012013,0.0
146,146,1997,771,Elmore Spencer,1610612760,SEA,1,5.483333333333333,0,0,0,1,0,1,0,,0.0,,-8.189700552257632,,0.0
147,147,1997,1023,Emanual Davis,1610612745,HOU,13,230.0,65,22,26,9,2,17,12,0.6253333333333333,0.1648333333333333,0.5415,11.928756550702238,0.3445429672032024,0.0
148,148,1997,941,Ennis Whatley,1610612757,POR,3,20.85,4,3,3,0,0,1,0,,0.0,,6.918804826817007,,0.0
149,149,1997,287,Eric Leckner,1610612763,VAN,1,11.263333333333334,0,1,1,0,0,0,0,,0.0,,-11.928131522149666,,0.0
150,150,1997,211,Eric Mobley,1610612763,VAN,28,304.94166666666666,72,58,14,5,10,29,0,0.41625,0.0737916666666666,-0.0035,7.864953036290134,0.0316673484780433,0.0
151,151,1997,376,Eric Montross,1610612751,NJN,44,932.7816666666666,182,225,31,9,33,50,0,0.5005652173913043,0.1269565217391304,0.0374782608695652,8.411437590889888,0.3415987892730017,0.0
152,152,1997,785,Eric Murdock,1610612743,DEN,12,115.36,45,11,24,9,2,11,4,0.4331428571428571,0.1824285714285714,-1.2787142857142857,22.326185104825832,0.3959819936413778,0.0
153,153,1997,15,Eric Piatkowski,1610612746,LAC,31,336.44666666666666,165,48,26,18,4,26,24,0.5172,0.2016363636363636,0.07205,21.459948457962003,1.3590824008071931,0.0
154,154,1997,727,Eric Snow,1610612760,SEA,44,627.8516666666667,149,57,125,30,2,35,3,0.3891818181818181,0.1066538461538461,0.058,15.195185148088658,1.7007485006516314,0.0
155,155,1997,677,Eric Williams,1610612738,BOS,46,1480.09,619,212,76,40,4,79,1,0.5073666666666666,0.171030303030303,0.0596,15.541154051595951,4.195424679704104,0.0
156,156,1997,956,Erick Dampier,1610612754,IND,40,707.785,251,197,31,13,58,60,0,0.4256363636363636,0.1835384615384615,0.0386818181818181,15.278060913939312,0.763855636475845,0.0
157,157,1997,1065,Erick Strickland,1610612742,DAL,2,14.85,4,1,2,1,0,3,0,0.6315,0.301,0.11725,1.8000556191344967,-0.0137583238839595,0.0
158,158,1997,911,Ervin Johnson,1610612743,DEN,48,1476.5266666666666,335,500,41,39,130,58,0,0.5283,0.1054333333333333,0.0727666666666666,18.023576880384702,2.5892228476667545,0.0
159,159,1997,1026,Evric Gray,1610612751,NJN,5,42.4,13,3,2,1,0,3,1,0.118,0.13125,-0.072,3.5798925419485323,-0.0051802311062564,0.0
160,160,1997,280,Felton Spencer,1610612744,GSW,39,789.9383333333334,180,205,12,13,28,46,0,0.50784,0.0918666666666666,0.02944,10.461774096554372,1.1537466785096255,0.0
